system:index,Albedo_inst,AvgSurfT_inst,CanopInt_inst,ECanop_tavg,ESoil_tavg,EVI,EVI_Amplitude_1,EVI_Amplitude_2,EVI_Minimum_1,EVI_Minimum_2,Evap_tavg,Greenup_1,Greenup_2,LABEL,LC_Type1,LC_Type2,LWdown_f_tavg,Lwnet_tavg,MidGreendown_1,MidGreendown_2,MidGreenup_1,MidGreenup_2,NDVI,NDWI,NumCycles,Peak_1,Peak_2,PotEvap_tavg,Psurf_f_inst,Qair_f_inst,Qg_tavg,Qh_tavg,Qle_tavg,Qs_acc,Qsb_acc,Qsm_acc,Rainf_f_tavg,Rainf_tavg,RootMoist_inst,SWE_inst,SWdown_f_tavg,Senescence_1,Senescence_2,SnowDepth_inst,Snowf_tavg,SoilMoi0_10cm_inst,SoilMoi100_200cm_inst,SoilMoi10_40cm_inst,SoilMoi40_100cm_inst,SoilTMP0_10cm_inst,SoilTMP100_200cm_inst,SoilTMP10_40cm_inst,SoilTMP40_100cm_inst,Swnet_tavg,Tair_f_inst,Tveg_tavg,Wind_f_inst,X,Y,aet,constant,def,pdsi,pet,pr,soil,srad,swe,tmmn,tmmx,vap,vpd,vs,.geo
000000000000000000aa,29.658186,266.17758,0.021962913,0.28270948,10.516706,872,-9999.0,-9999.0,-9999.0,-9999.0,6.9828307E-6,-9999.0,-9999.0,0,16,15,207.1683,-77.757904,-9999.0,-9999.0,-9999.0,-9999.0,1269,0.6273574,-9999.0,-9999.0,-9999.0,120.54457,53893.035,0.0024519672,-0.721945,75.2083,18.332209,0.005039334,0.004226566,0.010597459,8.712088E-6,5.152198E-6,187.2762,2.9564972,240.39883,-9999.0,-9999.0,0.047023833,3.5599587E-6,14.374488,237.73232,68.97308,142.47894,267.14532,269.09064,268.42044,268.71106,170.39474,263.397,0.1588908,4.720665,81.96228652306515,33.38139595788142,64.25,1,371.3333333333333,361.1666666666667,442.9166666666667,6.75,1.0,1815.6666666666667,0.9166666666666666,-101.25,36.25,271.4166666666667,38.25,333.5833333333333,"{""type"":""Point"",""coordinates"":[81.96228609418229,33.38139679192964]}"
000000000000000000b1,20.6153,266.87955,0.0020288462,0.040223215,4.9709377,1117,-9999.0,-9999.0,-9999.0,-9999.0,3.3500353E-6,-9999.0,-9999.0,0,16,15,215.72394,-70.63367,-9999.0,-9999.0,-9999.0,-9999.0,1992,0.5222408,-9999.0,-9999.0,-9999.0,111.78532,56937.99,0.00210332,-0.62659466,80.0114,8.815962,0.0018744025,3.2187844E-4,0.006915625,3.4913462E-6,1.5583448E-6,73.10612,0.45466346,199.86826,-9999.0,-9999.0,0.0059369165,1.932864E-6,12.699433,204.53224,59.004333,121.75389,267.19412,268.58414,267.86093,268.1852,158.51932,263.2582,0.05003434,5.4231377,89.07694357329176,36.83092664890038,121.5,1,164.16666666666666,-462.1666666666667,325.6666666666667,12.583333333333334,22.416666666666668,1849.9166666666667,2.5833333333333335,-134.75,5.083333333333333,107.16666666666667,40.666666666666664,412.75,"{""type"":""Point"",""coordinates"":[89.07694235259311,36.83092615316798]}"
000000000000000000b2,24.983797,277.30502,0.0,0.0,5.3754497,370,-9999.0,-9999.0,-9999.0,-9999.0,2.5369516E-6,-9999.0,-9999.0,0,16,15,231.02074,-101.5201,-9999.0,-9999.0,-9999.0,-9999.0,489,0.98818076,-9999.0,-9999.0,-9999.0,164.55023,73051.97,0.0019284267,-0.18089758,60.16888,6.472122,4.6129464E-4,2.6669644E-4,5.065934E-4,2.4208448E-6,2.0137363E-6,10.440288,0.082716346,222.96794,-9999.0,-9999.0,6.865728E-4,4.071772E-7,10.440288,205.10913,55.614944,116.66531,277.53842,278.10873,277.8506,278.00632,167.42818,274.57495,0.0,3.5818946,94.61056572346801,37.549578876196,21.583333333333332,1,800.1666666666666,-101.41666666666667,831.8333333333334,2.3333333333333335,1.0,1983.3333333333333,0.4166666666666667,-44.583333333333336,108.33333333333333,261.0,81.16666666666667,330.75,"{""type"":""Point"",""coordinates"":[94.61056636419102,37.54957717444659]}"
000000000000000000b6,17.665752,284.53833,0.0,0.0,4.514715,392,-9999.0,-9999.0,-9999.0,-9999.0,2.093545E-6,-9999.0,-9999.0,0,16,15,282.12592,-88.677704,-9999.0,-9999.0,-9999.0,-9999.0,552,0.975144,-9999.0,-9999.0,-9999.0,213.7544,88327.484,0.0023345393,0.21319234,69.923256,5.330062,4.310783E-5,0.0,0.0013646291,2.1572803E-6,1.7437843E-6,11.734902,0.2147081,197.59605,-9999.0,-9999.0,0.002033173,4.1315246E-7,11.734902,138.09311,40.94555,81.68571,284.70795,284.89117,284.89224,284.96735,163.50894,281.8585,0.0,3.3528767,92.95766560068809,41.28657045813321,22.25,1,1116.5,-136.25,1144.5,2.4166666666666665,1.1666666666666667,1980.5833333333333,0.25,16.083333333333332,165.5,375.1666666666667,131.25,327.0,"{""type"":""Point"",""coordinates"":[92.95766678569967,41.28657140329745]}"
000000000000000000bd,22.482527,288.07812,0.0,0.0,4.8929224,383,-9999.0,-9999.0,-9999.0,-9999.0,2.1984556E-6,-9999.0,-9999.0,0,16,15,295.82343,-92.1022,-9999.0,-9999.0,-9999.0,-9999.0,531,0.39207235,-9999.0,-9999.0,-9999.0,220.15727,88737.81,0.0025799687,0.5527528,57.065903,5.579275,4.286092E-4,4.7093062E-4,0.0014993818,2.3176854E-6,1.9578297E-6,5.542002,0.09122596,198.87054,-9999.0,-9999.0,6.46875E-4,3.5968407E-7,5.542002,117.9539,32.732006,66.973274,288.0574,287.3794,287.65872,287.5832,154.72482,286.3211,0.0,3.8041816,81.3154995184991,38.55569199440986,16.666666666666668,1,940.5,-59.583333333333336,960.75,1.6666666666666667,1.0,1912.1666666666667,0.0,60.083333333333336,205.41666666666666,667.1666666666666,148.16666666666666,142.91666666666666,"{""type"":""Point"",""coordinates"":[81.31549794548103,38.55569306333769]}"
000000000000000000c4,22.008526,286.47275,0.0,0.0,6.6099315,354,-9999.0,-9999.0,-9999.0,-9999.0,2.836986E-6,-9999.0,-9999.0,0,16,15,290.1629,-90.20164,-9999.0,-9999.0,-9999.0,-9999.0,495,1.0,-9999.0,-9999.0,-9999.0,218.98665,92010.21,0.0028562495,-0.04226433,52.870396,7.1636777,5.570021E-4,1.7083104E-4,5.824176E-4,2.9539149E-6,2.7173078E-6,5.876854,0.10461882,191.3489,-9999.0,-9999.0,6.2881183E-4,2.3653845E-7,5.876854,107.14773,30.253906,60.74488,286.3752,285.78528,285.80853,285.8637,149.75508,284.44406,0.0,4.002499,86.92098689140491,40.639783453567155,31.333333333333332,1,1002.0,193.0,1040.5,3.3333333333333335,0.0,1923.5,1.0,50.416666666666664,199.66666666666666,613.6666666666666,150.08333333333334,199.33333333333334,"{""type"":""Point"",""coordinates"":[86.92098482965625,40.639783254596175]}"
000000000000000000c5,17.732895,272.50977,8.791209E-4,0.04340316,6.704159,550,-9999.0,-9999.0,-9999.0,-9999.0,3.899898E-6,-9999.0,-9999.0,0,16,15,268.19116,-47.347137,-9999.0,-9999.0,-9999.0,-9999.0,1302,0.7778217,-9999.0,-9999.0,-9999.0,154.53127,73076.59,0.002031713,0.005050264,93.21479,10.137823,1.2473215E-4,3.351992E-5,0.001467239,4.101408E-6,2.7490041E-6,74.97568,1.5948558,175.70146,-9999.0,-9999.0,0.025138427,1.3523695E-6,13.376705,158.91695,48.18327,94.85381,272.89737,273.80173,273.29987,273.52368,150.11409,268.7679,0.12372596,3.4291816,93.67631782798371,43.94558369912699,93.25,1,636.5,120.91666666666667,738.5833333333334,10.416666666666666,7.666666666666667,1873.4166666666667,3.75,-27.583333333333332,101.5,437.6666666666667,69.91666666666667,318.25,"{""type"":""Point"",""coordinates"":[93.67631780697829,43.94558241157881]}"
000000000000000000c6,19.369518,282.9983,0.0,0.0,5.7231903,614,-9999.0,-9999.0,-9999.0,-9999.0,2.5094791E-6,-9999.0,-9999.0,0,16,15,276.7087,-86.68177,-9999.0,-9999.0,-9999.0,-9999.0,803,0.6817628,-9999.0,-9999.0,-9999.0,207.71448,88193.84,0.0025159782,0.46816832,65.91642,6.353386,6.269574E-5,1.0265796E-4,3.7149724E-4,2.346978E-6,2.0897664E-6,11.97202,0.115432695,197.06462,-9999.0,-9999.0,0.0011003091,2.571772E-7,11.97202,179.83092,51.56352,106.62133,283.15732,283.25284,283.32425,283.38474,158.92621,280.52097,0.0,3.717815,99.06620953270084,41.57403134905146,41.25,1,950.8333333333334,-32.916666666666664,1009.5,4.5,1.0,1936.6666666666667,1.0,3.0,150.16666666666666,482.0,111.25,331.1666666666667,"{""type"":""Point"",""coordinates"":[99.06621161432048,41.57403181180889]}"
000000000000000000d7,17.809763,285.34103,0.0,0.0,5.5671015,191,-9999.0,-9999.0,-9999.0,-9999.0,2.371567E-6,-9999.0,-9999.0,0,16,15,272.3308,-100.567,-9999.0,-9999.0,-9999.0,-9999.0,281,0.9438658,-9999.0,-9999.0,-9999.0,191.86111,89708.66,0.0025905317,0.43213123,56.29657,5.9803295,1.2499314E-4,0.0,4.666552E-4,2.3998282E-6,2.21329E-6,12.082543,0.04997596,197.99069,-9999.0,-9999.0,3.4478022E-4,1.8636676E-7,12.082543,156.42776,47.026638,94.322136,285.471,285.28854,285.56363,285.53012,162.69807,283.33615,0.0,3.248859,94.68243094619757,40.56791823083759,23.5,1,1133.5,-144.91666666666666,1161.9166666666667,2.5833333333333335,1.0,2015.9166666666667,0.16666666666666666,22.416666666666668,178.58333333333334,403.25,139.75,309.8333333333333,"{""type"":""Point"",""coordinates"":[94.68242923676834,40.56792038201883]}"
000000000000000000dd,20.329163,269.98557,0.0011641483,0.058629807,9.029268,649,-9999.0,-9999.0,-9999.0,-9999.0,4.9436135E-6,-9999.0,-9999.0,0,16,15,204.74461,-93.241066,-9999.0,-9999.0,-9999.0,-9999.0,874,0.98900527,-9999.0,-9999.0,-9999.0,153.86531,59715.71,0.0013617234,0.06460718,63.10992,12.783153,0.004981037,6.965591E-4,0.0045549106,4.9369505E-6,3.3438873E-6,60.568493,0.26575893,212.14145,-9999.0,-9999.0,0.0031000688,1.5928915E-6,13.771689,254.5055,66.68518,141.77994,270.27155,270.85175,270.72302,270.7955,168.9121,267.30536,0.08300481,5.706963,96.04787017805924,36.112274421604766,131.75,1,85.41666666666667,-212.75,245.25,17.75,124.41666666666667,1851.25,26.333333333333332,-144.08333333333334,-11.416666666666666,231.58333333333334,23.666666666666668,384.3333333333333,"{""type"":""Point"",""coordinates"":[96.04786840674822,36.11227513188938]}"
000000000000000000e1,20.408907,282.3365,0.0,0.0,7.2244606,519,-9999.0,-9999.0,-9999.0,-9999.0,3.0593073E-6,-9999.0,-9999.0,0,16,15,281.84396,-78.33467,-9999.0,-9999.0,-9999.0,-9999.0,797,0.38770553,-9999.0,-9999.0,-9999.0,206.10583,86793.38,0.0027173415,0.2780653,65.166824,7.708338,0.0010543612,0.0015194094,5.9581045E-5,3.239114E-6,3.0639767E-6,5.758803,0.042678572,189.69232,-9999.0,-9999.0,4.0724588E-4,1.7493132E-7,5.758803,126.15051,38.318935,77.517555,282.15326,281.26654,281.3224,281.30847,151.01645,279.91797,0.0,4.2753696,104.02490990104059,40.999109567214965,48.166666666666664,1,1042.3333333333333,-89.41666666666667,1108.0833333333333,5.166666666666667,0.0,1963.5,0.0,15.916666666666666,151.66666666666666,385.4166666666667,121.25,375.9166666666667,"{""type"":""Point"",""coordinates"":[104.02491034979442,40.99911099478601]}"
0000000000000000010d,14.779749,294.1245,0.003556662,0.06198489,10.302658,797,-9999.0,-9999.0,-9999.0,-9999.0,4.3228033E-6,-9999.0,-9999.0,233,16,15,307.5732,-112.37559,-9999.0,-9999.0,-9999.0,-9999.0,1125,0.18795402,-9999.0,-9999.0,-9999.0,266.54816,84047.984,0.0045537255,0.43625903,78.20105,10.82864,2.81068E-4,9.912363E-4,3.017857E-4,4.3275413E-6,4.2601305E-6,99.65303,0.011085165,236.37106,-9999.0,-9999.0,4.3337914E-5,6.741072E-8,13.769018,201.09181,57.513123,117.47497,294.14972,293.55167,294.01917,293.8551,200.8718,291.56796,0.3282143,3.8255758,69.24214209993272,31.081708830535444,102.83333333333333,1,1187.5833333333333,-325.5833333333333,1291.0,10.75,1.0,2247.25,0.0,121.33333333333333,269.75,1168.0,162.5,187.75,"{""type"":""Point"",""coordinates"":[69.24214295159622,31.081709064737044]}"
00000000000000000119,38.258514,264.57474,0.0,0.0,4.1921945,98,-9999.0,-9999.0,-9999.0,-9999.0,4.7454682E-6,-9999.0,-9999.0,0,16,15,220.86655,-56.070194,-9999.0,-9999.0,-9999.0,-9999.0,397,0.54659516,-9999.0,-9999.0,-9999.0,71.13063,53532.836,0.0026723002,-0.5534732,70.85142,12.880116,0.0011267548,1.8104396E-5,0.013718234,5.064423E-6,6.9443684E-7,12.727974,10.01626,222.55002,-9999.0,-9999.0,0.12009389,4.369986E-6,12.727974,165.5341,49.911167,98.22063,266.37607,268.42773,267.71487,268.04718,138.8949,261.03323,0.0,5.6639686,78.51275583204618,35.752948307956956,2.5,1,0.0,-504.1666666666667,19.416666666666668,1.25,377.0,1680.6666666666667,52.5,-186.66666666666666,-70.0,97.16666666666667,21.75,367.0,"{""type"":""Point"",""coordinates"":[78.51275673294393,35.75294739169956]}"
0000000000000000011a,19.298956,302.21725,0.0,0.0,1.8837671,590,-9999.0,-9999.0,-9999.0,-9999.0,7.5329774E-7,-9999.0,-9999.0,0,16,15,362.531,-103.03632,-9999.0,-9999.0,-9999.0,-9999.0,688,0.40064856,-9999.0,-9999.0,-9999.0,314.4022,99799.18,0.0092175165,0.4381134,81.80214,1.8830116,1.7671704E-5,6.595124E-5,0.0,8.6627745E-7,8.6627745E-7,12.8549795,0.0,231.2936,-9999.0,-9999.0,0.0,0.0,12.8549795,238.4994,71.10121,142.61395,302.23672,301.59583,302.10217,301.91193,186.3398,299.84167,0.0,4.6279454,62.7024068315426,25.763682348547878,21.666666666666668,1,1573.8333333333333,-332.1666666666667,1595.4166666666667,2.1666666666666665,2.0,2311.8333333333335,0.0,211.25,336.3333333333333,1840.75,221.91666666666666,231.0,"{""type"":""Point"",""coordinates"":[62.7024075102083,25.763682589073255]}"
0000000000000000011c,22.331675,295.84238,0.0,0.0,3.822847,608,-9999.0,-9999.0,-9999.0,-9999.0,1.5521988E-6,-9999.0,-9999.0,0,16,15,311.88547,-116.10543,-9999.0,-9999.0,-9999.0,-9999.0,820,0.11588488,-9999.0,-9999.0,-9999.0,259.93024,90954.016,0.0037291134,0.0655241,72.56269,3.8897216,6.034684E-5,5.8375E-4,3.7293958E-5,1.7632898E-6,1.7463942E-6,9.478312,0.0027575549,246.61288,-9999.0,-9999.0,1.3221154E-5,1.6964286E-8,9.478312,207.95877,58.503628,120.04203,295.8506,295.5894,295.76233,295.72366,191.67172,293.6514,0.0,3.3120456,64.57090262251121,30.219326157780703,21.666666666666668,1,1618.5,-390.25,1640.0,2.3333333333333335,2.0,2299.1666666666665,0.0,135.75,310.6666666666667,778.5833333333334,265.0833333333333,242.08333333333334,"{""type"":""Point"",""coordinates"":[64.57090462463373,30.219327839202712]}"
0000000000000000011e,18.0793,290.49908,0.0087548075,0.054247938,5.9601717,701,-9999.0,-9999.0,-9999.0,-9999.0,2.8117456E-6,-9999.0,-9999.0,233,16,15,280.37488,-119.07087,-9999.0,-9999.0,-9999.0,-9999.0,1021,0.3779357,-9999.0,-9999.0,-9999.0,246.06989,82313.96,0.0035343503,0.49801382,74.540405,7.0859513,4.7003778E-4,0.0019205186,0.0029634614,3.4028503E-6,3.011985E-6,95.96418,0.066548765,245.21317,-9999.0,-9999.0,3.1761677E-4,3.9086538E-7,13.288569,210.76924,61.772755,124.11736,290.54007,289.93784,290.4136,290.26343,200.34428,288.37436,0.6169746,3.7320664,67.15805064077543,32.015956726019745,84.58333333333333,1,1099.25,-613.5,1191.75,8.833333333333334,38.75,2266.4166666666665,5.0,49.833333333333336,210.91666666666666,509.8333333333333,147.41666666666666,239.83333333333334,"{""type"":""Point"",""coordinates"":[67.15805276033777,32.01595762194976]}"
00000000000000000122,21.41224,296.239,0.0,0.0,3.2225962,591,-9999.0,-9999.0,-9999.0,-9999.0,1.2938884E-6,-9999.0,-9999.0,0,16,15,323.75195,-106.79812,-9999.0,-9999.0,-9999.0,-9999.0,859,0.05946757,-9999.0,-9999.0,-9999.0,281.84622,91317.12,0.003332884,-0.07606246,80.60992,3.2364044,4.510989E-5,3.1053228E-4,6.8681317E-7,1.3842376E-6,1.379636E-6,8.663353,4.4642857E-4,240.84607,-9999.0,-9999.0,2.2664835E-6,4.567308E-9,8.663353,197.72285,56.098843,114.85675,296.27774,296.22308,296.2549,296.26157,189.59988,294.2004,0.0,3.6989963,62.98986772246085,29.716269598673772,12.166666666666666,1,1670.4166666666667,-335.5833333333333,1682.5833333333333,1.1666666666666667,0.0,2271.0,0.0,139.91666666666666,303.5833333333333,760.25,257.3333333333333,269.6666666666667,"{""type"":""Point"",""coordinates"":[62.98986791871974,29.71626989475717]}"
00000000000000000125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-769,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0,16,15,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-1693,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,62.34308071789479,29.931865266862456,13.5,1,1770.0833333333333,-293.25,1783.6666666666667,1.5,0.0,2272.0,0.0,156.33333333333334,318.6666666666667,917.4166666666666,275.25,287.5833333333333,"{""type"":""Point"",""coordinates"":[62.34307977001847,29.93186743069128]}"
00000000000000000133,19.638515,298.24792,0.029887019,2.7211435,16.650347,1374,-9999.0,-9999.0,-9999.0,-9999.0,9.203126E-6,-9999.0,-9999.0,0,16,15,358.89218,-88.36784,-9999.0,-9999.0,-9999.0,-9999.0,2546,0.21978389,-9999.0,-9999.0,-9999.0,355.1356,100573.45,0.0068729115,0.12774596,66.41788,23.018036,4.6869164E-4,9.1600275E-5,0.0,1.4632417E-5,1.4632417E-5,126.67629,0.0,221.87798,-9999.0,-9999.0,0.0,0.0,11.076978,126.88868,46.978344,68.62097,298.28552,296.8643,297.8482,297.68658,177.37314,297.4802,3.6498764,4.803392,137.8015645839346,-24.9731648985227,126.83333333333333,1,1529.0833333333333,269.25,1656.0,13.416666666666666,0.0,2353.5,0.0,160.08333333333334,303.3333333333333,970.0,230.33333333333334,260.0,"{""type"":""Point"",""coordinates"":[137.80156631820256,-24.97316423611627]}"
0000000000000000014b,27.760164,297.58826,0.02498386,0.73391825,14.402047,1430,-9999.0,-9999.0,-9999.0,-9999.0,6.5259283E-6,-9999.0,-9999.0,0,16,15,358.9882,-84.21099,-9999.0,-9999.0,-9999.0,-9999.0,2133,1.0,-9999.0,-9999.0,-9999.0,321.50793,100974.69,0.0065587014,0.24177754,53.102566,16.322441,1.8327954E-4,4.6929945E-5,0.0,9.065041E-6,9.065041E-6,127.964424,0.0,214.39348,-9999.0,-9999.0,0.0,0.0,10.56121,119.971275,45.66495,71.73824,297.6167,296.70285,297.28534,297.10712,153.45831,296.98862,1.191614,4.693227,137.58596891574592,-26.123008462195685,110.75,1,1613.0833333333333,188.0,1723.8333333333333,11.666666666666666,0.0,2376.6666666666665,0.0,160.08333333333334,300.9166666666667,957.75,230.5,285.6666666666667,"{""type"":""Point"",""coordinates"":[137.58596878226842,-26.123010329263092]}"
00000000000000000262,15.876126,296.86533,0.0,0.0,3.8534684,858,-9999.0,-9999.0,-9999.0,-9999.0,1.5328993E-6,-9999.0,-9999.0,0,16,15,315.78528,-114.52173,-9999.0,-9999.0,-9999.0,-9999.0,1270,1.0,-9999.0,-9999.0,-9999.0,245.70033,100957.055,0.0072388183,1.1619321,54.232845,3.8317513,2.9632554E-5,1.0E-5,0.0,1.6985921E-6,1.6985921E-6,10.968714,0.0,206.79913,-9999.0,-9999.0,0.0,0.0,10.968714,141.3032,44.136147,85.65366,296.83835,295.0228,296.48108,295.9432,173.0112,295.4436,0.0,5.0009537,-70.67944655452395,-27.56031291678692,43.333333333333336,1,913.9166666666666,76.83333333333333,957.1666666666666,4.5,1.0,1869.0,0.0,108.83333333333333,194.5,1197.8333333333333,61.666666666666664,324.8333333333333,"{""type"":""Point"",""coordinates"":[-70.67944499415346,-27.56031237182031]}"
000000000000000002c3,18.930517,297.15808,0.0,0.0,2.7906766,808,-9999.0,-9999.0,-9999.0,-9999.0,1.123799E-6,-9999.0,-9999.0,0,16,15,324.96017,-111.16714,-9999.0,-9999.0,-9999.0,-9999.0,1126,0.29031035,-9999.0,-9999.0,-9999.0,282.0829,91263.98,0.0043233135,0.0149403745,94.6636,2.8152642,2.5281593E-5,0.0,7.3145607E-6,1.0309409E-6,1.0150412E-6,10.305815,0.0013701923,256.4553,-9999.0,-9999.0,7.1085165E-6,1.5934067E-8,10.305815,137.94305,39.899296,81.31934,297.30997,297.1629,297.25262,297.24075,207.42807,294.15677,0.0,3.3620458,9.090950675289559,25.54808668035919,10.083333333333334,1,2035.8333333333333,-317.6666666666667,2046.0833333333333,1.0833333333333333,0.0,2534.3333333333335,0.0,161.5,307.1666666666667,697.9166666666666,271.25,371.0833333333333,"{""type"":""Point"",""coordinates"":[9.090952140803303,25.548085053139154]}"
000000000000000002c4,20.700191,297.81116,6.9368136E-5,0.0037225275,3.6627781,892,-9999.0,-9999.0,-9999.0,-9999.0,1.4928581E-6,-9999.0,-9999.0,0,16,15,334.03262,-106.90011,-9999.0,-9999.0,-9999.0,-9999.0,1239,0.038385253,-9999.0,-9999.0,-9999.0,299.391,88612.64,0.0037465345,-0.15330832,101.030464,3.730285,3.1421703E-5,4.0755837E-4,0.0,1.3175824E-6,1.3175824E-6,27.031109,0.0,265.27283,-9999.0,-9999.0,0.0,0.0,9.868712,189.79097,56.52138,113.91817,298.04684,298.21954,298.118,298.17523,210.26149,294.3838,0.06304945,2.9034948,8.875355007100874,18.28969918467346,83.83333333333333,1,2064.5,342.6666666666667,2148.1666666666665,8.833333333333334,0.0,2666.8333333333335,0.0,170.0,330.1666666666667,773.0833333333334,288.1666666666667,368.5833333333333,"{""type"":""Point"",""coordinates"":[8.875354604869194,18.28969859047261]}"
000000000000000002c7,30.407885,300.42142,0.0,0.0,0.7858173,730,-9999.0,-9999.0,-9999.0,-9999.0,3.141837E-7,-9999.0,-9999.0,0,16,15,335.87772,-117.82739,-9999.0,-9999.0,-9999.0,-9999.0,825,0.541661,-9999.0,-9999.0,-9999.0,279.8253,93902.68,0.0040110503,0.17907491,68.04385,0.78581035,1.926511E-6,0.0,0.0,2.7987636E-7,2.7987636E-7,8.316711,0.0,266.681,-9999.0,-9999.0,0.0,0.0,8.316711,133.53001,38.23407,78.27949,300.46127,300.12088,300.43973,300.33365,185.78253,298.49875,0.0,3.4503355,16.564933839163977,20.0863297529125,13.166666666666666,1,2186.25,-191.41666666666666,2199.4166666666665,1.3333333333333333,0.0,2678.9166666666665,0.0,167.66666666666666,336.1666666666667,645.9166666666666,311.75,363.0833333333333,"{""type"":""Point"",""coordinates"":[16.5649316803029,20.086328373219644]}"
000000000000000002ca,36.20063,296.41724,0.0,0.0,0.6907383,903,-9999.0,-9999.0,-9999.0,-9999.0,2.7427987E-7,-9999.0,-9999.0,0,16,15,330.82846,-99.700356,-9999.0,-9999.0,-9999.0,-9999.0,1016,0.46382865,-9999.0,-9999.0,-9999.0,246.51689,98353.805,0.005444756,0.059064593,68.91364,0.68542916,5.559753E-6,0.0,0.0,2.877404E-7,2.877404E-7,8.554114,0.0,263.89218,-9999.0,-9999.0,0.0,0.0,8.554114,131.0964,36.178387,75.93136,296.39868,296.14777,296.3416,296.27994,168.61647,294.69022,0.0,3.9427118,29.213213039566842,26.26673890765481,0.0,1,1769.4166666666667,171.08333333333334,1769.4166666666667,0.0,0.0,2562.25,0.0,142.66666666666666,304.75,967.8333333333334,224.5,296.25,"{""type"":""Point"",""coordinates"":[29.213211950311614,26.266740533518806]}"
000000000000000002cb,26.096401,294.05106,0.0013135303,0.007235577,4.348053,927,-9999.0,-9999.0,-9999.0,-9999.0,1.7456398E-6,-9999.0,-9999.0,0,16,15,334.20825,-85.01164,-9999.0,-9999.0,-9999.0,-9999.0,1074,0.23931724,-9999.0,-9999.0,-9999.0,229.76076,95060.945,0.0070815035,-0.04874784,88.220604,4.3681693,2.1401785E-4,0.0,0.0,2.764011E-6,2.764011E-6,33.909657,0.0,240.46866,-9999.0,-9999.0,0.0,0.0,15.196803,209.74837,69.259636,131.26802,294.12747,293.9813,294.0678,294.05414,176.77704,290.96674,0.017256182,3.6497517,34.45937429882485,29.788134821403336,28.083333333333332,1,1409.1666666666667,-398.5833333333333,1437.3333333333333,3.0,0.0,2328.4166666666665,0.0,126.83333333333333,241.58333333333334,973.5,142.25,311.5,"{""type"":""Point"",""coordinates"":[34.45937555339807,29.7881327673345]}"
000000000000000002ce,42.30478,297.93427,0.0,0.0,1.2482864,1020,-9999.0,-9999.0,-9999.0,-9999.0,4.970134E-7,-9999.0,-9999.0,0,16,15,336.01257,-105.090546,-9999.0,-9999.0,-9999.0,-9999.0,953,1.0,-9999.0,-9999.0,-9999.0,235.77675,95142.9,0.0038963524,-0.49896076,60.69465,1.243221,2.0103022E-5,1.7E-4,0.0,4.793956E-7,4.793956E-7,3.1446948,0.0,285.13113,-9999.0,-9999.0,0.0,0.0,3.1446946,120.919075,29.472246,63.31118,298.1948,298.72,298.3986,298.53262,165.42525,297.82486,0.0,2.9785635,10.384524684421669,19.22394708015776,14.833333333333334,1,2156.8333333333335,244.16666666666666,2171.75,1.5833333333333333,0.0,2678.5833333333335,0.0,184.0,350.25,852.0833333333334,325.25,338.6666666666667,"{""type"":""Point"",""coordinates"":[10.384523979104792,19.223947147685315]}"
000000000000000002d0,35.312885,298.45477,0.0,0.0,0.4523695,721,-9999.0,-9999.0,-9999.0,-9999.0,1.7956832E-7,-9999.0,-9999.0,0,16,15,321.7612,-118.96208,-9999.0,-9999.0,-9999.0,-9999.0,1002,0.93004656,-9999.0,-9999.0,-9999.0,273.80255,96164.57,0.0041539418,-0.2719038,63.2984,0.44891816,7.7953297E-7,2.0E-5,0.0,1.6871566E-7,1.6871566E-7,6.0975394,0.0,279.4545,-9999.0,-9999.0,0.0,0.0,6.0975394,156.27034,45.81575,92.50103,298.42633,298.66214,298.50082,298.58182,181.4409,297.6401,0.0,4.2146897,21.811095098421983,20.37379064383075,0.0,1,2122.0,-252.5,2122.0,0.0,0.0,2651.6666666666665,0.0,162.66666666666666,317.25,686.75,273.9166666666667,372.75,"{""type"":""Point"",""coordinates"":[21.811095283389356,20.373788781731093]}"
