system:index,Albedo_inst,AvgSurfT_inst,CanopInt_inst,ECanop_tavg,ESoil_tavg,EVI,EVI_Amplitude_1,EVI_Amplitude_2,EVI_Minimum_1,EVI_Minimum_2,Evap_tavg,Greenup_1,Greenup_2,LABEL,LC_Type1,LC_Type2,LWdown_f_tavg,Lwnet_tavg,MidGreendown_1,MidGreendown_2,MidGreenup_1,MidGreenup_2,NDVI,NDWI,NumCycles,Peak_1,Peak_2,PotEvap_tavg,Psurf_f_inst,Qair_f_inst,Qg_tavg,Qh_tavg,Qle_tavg,Qs_acc,Qsb_acc,Qsm_acc,Rainf_f_tavg,Rainf_tavg,RootMoist_inst,SWE_inst,SWdown_f_tavg,Senescence_1,Senescence_2,SnowDepth_inst,Snowf_tavg,SoilMoi0_10cm_inst,SoilMoi100_200cm_inst,SoilMoi10_40cm_inst,SoilMoi40_100cm_inst,SoilTMP0_10cm_inst,SoilTMP100_200cm_inst,SoilTMP10_40cm_inst,SoilTMP40_100cm_inst,Swnet_tavg,Tair_f_inst,Tveg_tavg,Wind_f_inst,X,Y,aet,constant,def,pdsi,pet,pr,soil,srad,swe,tmmn,tmmx,vap,vpd,vs,.geo
00000000000000000167,9.04967,284.47687,0.111353025,20.777542,7.884296,5055,2092.0,2225.0,2849.0,2911.0,2.6694885E-5,578.0,603.0,0,2,2,324.45264,-45.49521,462.0,819.0,631.0,681.0,8538,0.37423685,2.0,391.0,725.0,128.9517,94695.734,0.007247685,-0.21955833,22.834427,66.79333,0.016448654,0.17163444,4.5501374E-4,4.491978E-5,4.491978E-5,564.4342,0.08376717,147.94693,757.0,737.0,2.161401E-4,0.0,28.722336,278.36792,86.24367,171.1003,284.4875,284.52924,284.38474,284.44205,134.58772,284.61978,38.670128,4.664381,177.68676319884136,-38.05263543530293,691.25,1,47.166666666666664,-33.166666666666664,738.4166666666666,138.83333333333334,1050.8333333333333,1653.25,0.0,72.83333333333333,163.75,1115.75,36.166666666666664,498.0833333333333,"{""type"":""Point"",""coordinates"":[177.68676265613038,-38.05263511889214]}"
00000000000000000221,9.080456,289.8121,0.18122905,27.234797,18.997717,5760,2944.0,2298.0,3213.0,3642.0,4.117651E-5,270.0,600.0,0,2,2,348.28848,-50.502926,442.0,828.0,377.0,678.0,8231,0.6531632,2.0,377.0,730.0,144.4259,91136.77,0.011397046,-0.123926446,26.48431,103.02261,0.15457162,0.10639254,5.073489E-4,6.5847766E-5,6.584173E-5,822.5474,0.08458105,197.50175,400.0,786.0,2.2530906E-4,6.043956E-9,40.38855,415.77414,121.558655,244.82603,289.8282,289.87158,289.8514,289.87222,179.59254,289.8586,58.55504,2.8197036,-51.922623422108344,-26.985391134950426,868.5,1,3.1666666666666665,10.666666666666666,871.6666666666666,164.66666666666666,467.5,1705.75,0.0,101.16666666666667,218.5,1416.4166666666667,55.833333333333336,239.08333333333334,"{""type"":""Point"",""coordinates"":[-51.922624354625015,-26.98539155479741]}"
0000000000000000022b,9.999999,298.0982,0.28277886,46.224857,19.610481,5370,1351.0,1343.0,4782.0,5031.0,4.741676E-5,549.0,564.0,0,2,2,406.54373,-40.3961,790.0,740.0,586.0,644.0,7950,0.9226942,2.0,709.0,673.0,155.93823,98396.945,0.01675877,-0.19088386,17.719751,118.58793,0.044473235,0.27513117,0.0,7.589739E-5,7.589739E-5,784.89795,0.0,195.9821,730.0,692.0,0.0,0.0,37.62031,402.96896,113.59612,230.71255,298.17755,298.3606,298.2782,298.31604,176.38379,298.333,53.851112,1.0056583,-72.97913368186992,-7.653646220698324,825.75,1,0.0,47.25,825.75,156.66666666666666,1498.0,1466.8333333333333,0.0,202.75,303.6666666666667,2801.0833333333335,57.916666666666664,64.25,"{""type"":""Point"",""coordinates"":[-72.97913272134605,-7.65364563914504]}"
00000000000000000303,11.827692,298.2329,0.21778537,29.559162,23.432291,5478,1647.0,1578.0,3535.0,3543.0,3.1189527E-5,402.0,565.0,0,2,2,401.41904,-45.671146,513.0,701.0,419.0,580.0,8353,0.96046674,2.0,464.0,620.0,124.15693,96036.33,0.018300947,0.011420378,48.805634,78.00629,0.023228575,0.33175167,0.0,6.499475E-5,6.499475E-5,581.2639,0.0,195.96202,485.0,643.0,0.0,0.0,28.451078,292.97592,86.244774,173.59213,298.2755,298.22357,298.27094,298.2599,172.71681,296.9378,25.644709,1.1422998,13.83405537544063,-0.9701805068490833,876.75,1,41.583333333333336,-18.583333333333332,918.3333333333334,142.91666666666666,1566.3333333333333,1674.4166666666667,0.0,201.08333333333334,291.0,2581.3333333333335,62.833333333333336,68.0,"{""type"":""Point"",""coordinates"":[13.834053340343152,-0.9701799935013801]}"
0000000000000000035a,9.999999,298.02533,0.25842652,40.130802,19.970032,5314,1651.0,2150.0,3631.0,3272.0,4.453695E-5,407.0,573.0,0,2,2,398.90347,-45.906456,526.0,696.0,423.0,589.0,8819,0.92834324,2.0,490.0,657.0,154.23329,94659.37,0.017915385,-0.08741545,30.173744,111.38553,0.049326085,0.09984489,0.0,5.8232246E-5,5.8232246E-5,743.96606,0.0,207.90614,506.0,675.0,0.0,0.0,38.39343,365.40305,114.71602,225.4536,297.87915,297.93658,297.90704,297.92307,187.11557,297.79727,52.808517,0.8019495,26.410469353113932,2.1200240705220708,1003.75,1,84.33333333333333,-199.75,1088.0833333333333,146.58333333333334,1067.6666666666667,1988.75,0.0,191.41666666666666,301.0833333333333,2508.0833333333335,75.41666666666667,108.25,"{""type"":""Point"",""coordinates"":[26.41047073777453,2.1200260866482012]}"
0000000000000000037c,9.999999,299.3738,0.25652918,36.243954,20.478935,5770,2547.0,1378.0,3087.0,4105.0,4.147878E-5,394.0,565.0,0,2,2,405.76816,-47.13488,495.0,694.0,415.0,593.0,8509,1.0,2.0,465.0,645.0,145.68446,96498.27,0.019237932,0.13712439,33.388596,103.739395,0.016337335,0.21520993,0.0,6.288022E-5,6.288022E-5,624.7046,0.0,204.82358,478.0,665.0,0.0,0.0,29.69846,322.8306,89.83794,182.33757,299.23575,298.97104,299.13156,299.0723,184.34111,298.63135,47.920063,0.84569955,20.948712425667242,0.10779783409434258,1021.6666666666666,1,47.083333333333336,-251.41666666666666,1068.75,177.58333333333334,281.3333333333333,1957.0,0.0,203.75,304.4166666666667,2667.0,72.5,85.16666666666667,"{""type"":""Point"",""coordinates"":[20.948714057855025,0.10779876796705411]}"
00000000000000000387,11.0985985,299.04858,0.2453125,32.129765,17.34659,5554,1866.0,1356.0,3520.0,3782.0,3.5497837E-5,415.0,563.0,0,2,2,400.9879,-49.935684,478.0,724.0,440.0,585.0,8532,1.0,2.0,458.0,629.0,134.83923,96160.87,0.018935755,8.949557E-4,34.645073,88.78029,0.011318383,0.2847845,0.0,6.278218E-5,6.278218E-5,631.70526,0.0,194.78769,466.0,655.0,0.0,0.0,28.914963,333.72055,88.04598,181.02376,298.9463,298.8692,298.93472,298.9152,173.16975,298.51712,40.73209,0.8959742,19.65513841653513,-2.8386762978176883,998.5,1,43.75,141.75,1042.25,173.83333333333334,883.5833333333334,1861.75,0.0,208.75,302.0,2646.5833333333335,75.41666666666667,104.58333333333333,"{""type"":""Point"",""coordinates"":[19.655137760452483,-2.838677107926806]}"
0000000000000000023f,11.111119,294.79666,0.10812225,18.160553,4.640601,6129,4296.0,3871.0,1688.0,1796.0,2.0465282E-5,302.0,649.0,0,4,4,365.937,-59.50975,495.0,862.0,318.0,668.0,7869,1.0,2.0,394.0,719.0,174.58018,91421.38,0.013550453,-0.5411792,68.45534,51.227882,0.0023955116,0.0,1.1926511E-4,2.5408139E-5,2.540807E-5,278.7545,0.05679945,201.21884,414.0,755.0,1.4557005E-4,3.434066E-11,19.026358,109.75421,55.085724,94.88821,294.88107,295.60294,295.3159,295.44907,178.18735,293.68475,29.553713,2.7722106,-63.924115617945155,-21.020577648396802,651.75,1,544.0833333333334,162.83333333333334,1195.75,72.16666666666667,173.75,1881.75,0.0,168.08333333333334,293.5833333333333,1800.5833333333333,127.75,200.83333333333334,"{""type"":""Point"",""coordinates"":[-63.92411647593245,-21.02057693043236]}"
00000000000000000134,11.148918,294.47086,0.058929257,8.444358,25.935484,3221,1313.0,1471.0,1277.0,1282.0,2.0184101E-5,301.0,669.0,0,6,6,347.5163,-77.376854,742.0,742.0,315.0,687.0,5055,0.5565879,2.0,715.0,715.0,224.37447,97974.555,0.008670813,0.45648563,66.40904,50.482624,0.0029111917,0.0025814835,8.070055E-6,2.060522E-5,2.060522E-5,229.53131,0.0012534341,219.48434,727.0,726.0,3.2967032E-6,0.0,20.896198,252.73938,69.253845,139.38126,294.5345,294.16202,294.44574,294.3257,194.21745,293.02896,16.243406,3.2156172,149.5874611115827,-27.200986803139113,414.9166666666667,1,882.5833333333334,5.916666666666667,1297.5833333333333,43.583333333333336,23.166666666666668,2139.0,0.0,125.66666666666667,268.8333333333333,1271.5833333333333,133.08333333333334,253.5,"{""type"":""Point"",""coordinates"":[149.58746090357585,-27.200984631630472]}"
000000000000000002e5,17.43055,296.44482,0.09184718,8.840852,19.729086,4162,2811.0,2114.0,1615.0,1644.0,1.6693099E-5,312.0,665.0,0,7,7,344.8395,-87.67697,490.0,779.0,344.0,680.0,6859,0.5260347,2.0,434.0,709.0,230.06596,91004.08,0.010536559,-0.1964608,74.28336,41.75105,0.0013644745,0.06208622,0.0,2.4912672E-5,2.4912672E-5,234.42384,0.0,246.55812,455.0,721.0,0.0,0.0,18.34343,271.2965,70.12049,145.95992,296.37637,296.38052,296.30704,296.3536,203.01442,295.50177,13.647287,2.5646899,23.463995221201902,-20.230060198371625,356.3333333333333,1,1212.3333333333333,60.083333333333336,1568.4166666666667,37.5,12.583333333333334,2282.3333333333335,0.0,163.5,313.25,1364.8333333333333,192.91666666666666,258.3333333333333,"{""type"":""Point"",""coordinates"":[23.463994861880675,-20.230058577475372]}"
000000000000000002f3,19.097471,296.22192,0.090097524,7.8928814,20.53219,4210,2255.0,1803.0,1569.0,1371.0,1.6109789E-5,307.0,669.0,0,7,7,343.43832,-87.764626,515.0,830.0,348.0,684.0,6516,0.9871137,2.0,455.0,713.0,225.21577,90762.9,0.010365298,-0.19619979,70.59238,40.29038,0.0014562054,0.070247844,0.0,2.4811572E-5,2.4811572E-5,238.28195,0.0,245.49686,475.0,724.0,0.0,0.0,18.528616,274.17462,71.17862,148.5747,296.1562,296.1737,296.08954,296.13968,197.97714,295.3386,12.304838,2.5670595,23.32026477574278,-20.30192542110119,343.3333333333333,1,1223.75,52.583333333333336,1567.0833333333333,36.0,13.75,2288.75,0.0,161.41666666666666,312.3333333333333,1349.0,192.16666666666666,258.1666666666667,"{""type"":""Point"",""coordinates"":[23.320264657624953,-20.301925909153752]}"
00000000000000000315,23.018572,294.2639,0.066572115,5.8760476,25.03761,3100,1180.0,1431.0,1855.0,1351.0,1.573005E-5,284.0,645.0,0,7,7,332.44183,-88.4466,494.0,821.0,325.0,663.0,4188,0.7734164,2.0,451.0,701.0,213.4508,89775.89,0.00866149,0.057388756,56.387333,39.340523,9.744162E-4,0.011416573,0.0,2.0266414E-5,2.0266414E-5,222.356,0.0,240.0013,468.0,715.0,0.0,0.0,19.178083,239.47707,67.40726,135.77065,294.2481,294.10138,294.18265,294.15244,183.7973,293.42035,8.661346,2.737801,23.823321334849712,-24.61383878487489,355.9166666666667,1,1215.0,239.83333333333334,1571.0833333333333,37.416666666666664,1.0,2368.25,0.0,137.33333333333334,296.75,1160.3333333333333,179.58333333333334,278.75,"{""type"":""Point"",""coordinates"":[23.823322602070498,-24.613840955027495]}"
00000000000000000252,12.345632,297.96298,0.11136607,18.095072,11.334557,5737,3923.0,3867.0,2368.0,2433.0,2.3971774E-5,313.0,630.0,0,8,8,391.0592,-52.99316,485.0,836.0,328.0,661.0,8335,0.88189167,2.0,382.0,711.0,193.91808,96973.82,0.014176308,-0.22484678,62.04113,59.954453,0.0026730907,0.01752365,0.0,2.8031627E-5,2.8031627E-5,213.60622,0.0,199.87717,404.0,722.0,0.0,0.0,22.540861,244.5598,67.01266,124.05271,297.9609,298.19113,298.10925,298.14444,174.29073,296.7751,30.970598,2.758955,-60.97764148603312,-18.864620966509953,560.5,1,784.9166666666666,-62.333333333333336,1345.5833333333333,58.833333333333336,84.33333333333333,1839.75,0.0,187.41666666666666,316.3333333333333,2095.25,137.41666666666666,296.1666666666667,"{""type"":""Point"",""coordinates"":[-60.97764060003859,-18.864619407495493]}"
00000000000000000261,13.062307,299.65808,0.17435955,25.654375,14.412593,5002,2336.0,2437.0,2622.0,2427.0,3.1360476E-5,265.0,630.0,3,9,9,390.83298,-63.5822,487.0,844.0,323.0,649.0,7613,0.34043166,2.0,407.0,717.0,219.94176,97827.35,0.014928894,-0.08800269,59.69291,78.43371,0.011953898,0.25161707,0.0,5.4213873E-5,5.4213873E-5,213.23822,0.0,231.09299,434.0,749.0,0.0,0.0,22.056646,310.6035,65.43102,125.75055,299.7461,299.50867,299.7738,299.69562,201.25912,298.79678,38.73353,1.6677119,-48.2574970629007,-12.612346589038083,843.0833333333334,1,335.25,-210.91666666666666,1178.4166666666667,128.66666666666666,1649.75,2048.25,0.0,194.25,315.9166666666667,2421.0833333333335,105.58333333333333,147.75,"{""type"":""Point"",""coordinates"":[-48.25749745745256,-12.612344374618992]}"
0000000000000000027f,10.004179,294.80374,0.13855563,21.415234,17.766075,4916,2391.0,2544.0,2844.0,2548.0,3.9067036E-5,280.0,610.0,113,9,9,375.24088,-51.060387,490.0,830.0,299.0,655.0,7231,1.0,2.0,420.0,725.0,185.77583,100557.625,0.012822585,-0.4177142,32.95866,97.709145,0.016275387,0.00920714,3.650412E-5,4.659028E-5,4.659028E-5,297.82007,0.0017891483,201.1294,460.0,742.0,5.013736E-6,0.0,31.311028,334.14807,92.84856,173.66046,294.78125,294.95847,294.8638,294.933,181.00887,294.72293,59.646366,2.7812078,-59.3247413632532,-26.410469353113932,1003.5,1,202.33333333333334,-38.75,1205.75,108.66666666666667,292.75,2027.6666666666667,0.0,151.75,278.9166666666667,1871.0833333333333,96.5,289.0833333333333,"{""type"":""Point"",""coordinates"":[-59.32474102154728,-26.410470737774528]}"
00000000000000000307,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2544,1862.0,2242.0,1891.0,1941.0,-9999.0,312.0,655.0,0,9,9,-9999.0,-9999.0,544.0,757.0,332.0,679.0,4627,0.92061526,2.0,412.0,717.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,468.0,731.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,34.81870041247265,-20.733116757478555,860.0833333333334,1,300.3333333333333,527.8333333333334,1160.4166666666667,134.66666666666666,609.9166666666666,1985.1666666666667,0.0,193.08333333333334,290.75,2379.8333333333335,79.75,291.8333333333333,"{""type"":""Point"",""coordinates"":[34.818698834486845,-20.733116521920913]}"
0000000000000000037d,9.537582,295.5921,0.15107314,21.196487,15.644433,3870,2849.0,2246.0,1549.0,2005.0,2.4898936E-5,293.0,653.0,0,9,9,352.10538,-77.37671,796.0,814.0,673.0,670.0,6493,0.7730381,2.0,716.0,704.0,223.18051,89072.56,0.012180147,-0.17676297,73.54489,62.271233,0.002451171,0.09052225,0.0,3.4891415E-5,3.4891415E-5,286.68692,0.0,234.81276,735.0,739.0,0.0,0.0,21.577898,281.9635,69.27196,158.55426,295.49033,295.36713,295.51303,295.43204,212.52995,294.2613,26.457724,3.0648615,27.56031291678692,-14.337111934547563,690.3333333333334,1,560.8333333333334,11.666666666666666,1251.0833333333333,94.5,1542.9166666666667,1855.5833333333333,0.0,146.33333333333334,272.5833333333333,1523.25,116.08333333333333,288.5833333333333,"{""type"":""Point"",""coordinates"":[27.560312371820306,-14.337111284788698]}"
00000000000000000389,13.665329,294.25034,0.1456202,20.431614,12.460144,5096,3493.0,3287.0,1861.0,1999.0,2.3193168E-5,299.0,625.0,5,9,9,361.25952,-60.00788,520.0,861.0,324.0,659.0,7489,0.83089745,2.0,366.0,720.0,181.56146,85343.64,0.01263738,-0.11253907,65.31838,58.00506,0.0021542823,0.014740103,0.0,2.4594163E-5,2.4594163E-5,263.13953,0.0,211.63742,394.0,737.0,0.0,0.0,26.57898,308.12253,81.06119,155.49937,294.1977,294.31726,294.33337,294.3332,182.84627,292.71536,26.06285,2.5580964,30.650517494158073,-2.6949458523585648,595.0,1,579.0,-586.9166666666666,1174.0833333333333,64.5,389.0,2102.8333333333335,0.0,148.25,268.9166666666667,1839.4166666666667,78.75,242.5,"{""type"":""Point"",""coordinates"":[30.65051845196988,-2.694946903671085]}"
00000000000000000249,11.252053,287.09735,0.0842057,13.728637,15.607462,3997,1657.0,1743.0,2939.0,2893.0,3.139612E-5,290.0,612.0,2,10,10,321.2715,-62.6398,510.0,742.0,310.0,642.0,6687,0.21070531,2.0,468.0,665.0,206.67534,99201.36,0.006653451,-0.45522797,30.007793,78.527534,0.013219701,5.065179E-4,2.3523351E-5,3.4659442E-5,3.465879E-5,302.38382,0.0051957415,193.0643,483.0,679.0,1.3770604E-5,6.524725E-10,27.99277,277.24994,82.036514,146.95724,287.08023,286.9094,286.94873,286.97644,170.36743,286.9589,49.593067,4.060569,-60.25898925873751,-37.621444098925565,705.5833333333334,1,261.5833333333333,238.41666666666666,967.5833333333334,81.5,254.08333333333334,1856.4166666666667,0.0,73.91666666666667,198.16666666666666,1087.6666666666667,70.08333333333333,331.1666666666667,"{""type"":""Point"",""coordinates"":[-60.25898957875999,-37.62144450612498]}"
00000000000000000279,16.071428,299.43793,0.10225515,12.426594,19.003767,4843,3592.0,3864.0,2159.0,2283.0,2.622342E-5,524.0,525.0,0,10,10,399.51367,-54.825577,637.0,636.0,350.0,545.0,7353,0.6633216,2.0,599.0,583.0,254.02913,99942.99,0.014814306,0.07374865,62.549633,65.58643,0.0033038426,5.015213E-4,0.0,2.7196704E-5,2.7196704E-5,202.61406,0.0,217.93918,594.0,604.0,0.0,0.0,23.564962,271.15433,69.17706,109.87205,299.61627,299.5311,299.6987,299.6558,182.74995,298.3708,34.874687,3.3995457,-37.33398320800732,-9.953333348044298,584.75,1,502.3333333333333,89.0,1087.0833333333333,61.666666666666664,245.75,2018.75,0.0,198.08333333333334,284.8333333333333,2400.25,72.66666666666667,160.25,"{""type"":""Point"",""coordinates"":[-37.33398409761354,-9.953333366337628]}"
0000000000000000028a,12.889911,292.12427,0.12315179,16.814383,19.561256,4987,1817.0,1654.0,3126.0,3216.0,3.6445057E-5,251.0,625.0,0,10,10,355.10464,-56.52436,424.0,732.0,269.0,683.0,7493,0.7968128,2.0,390.0,694.0,172.15408,100824.414,0.010606246,-0.6153035,26.213919,91.16751,0.08101875,0.027887253,2.1826923E-4,5.168623E-5,5.1685234E-5,339.58066,0.022489699,198.44899,407.0,708.0,5.9581045E-5,9.271978E-10,35.582577,385.05994,106.09154,197.90652,292.16693,292.48593,292.37833,292.46887,172.8337,292.45996,56.12863,2.68526,-58.03116735412109,-30.147460935051143,914.8333333333334,1,218.91666666666666,-225.25,1133.6666666666667,115.83333333333333,341.25,1959.5,0.0,141.91666666666666,250.5,1635.0,87.25,323.0,"{""type"":""Point"",""coordinates"":[-58.031169183245794,-30.147460507524332]}"
000000000000000002d3,15.17934,296.21008,0.12510577,17.435804,11.541023,4675,3389.0,3271.0,1675.0,1534.0,2.091803E-5,301.0,652.0,0,10,10,349.54492,-81.453674,489.0,817.0,340.0,678.0,7090,0.4773439,2.0,377.0,710.0,218.0705,90133.09,0.011803698,-0.23613116,74.86063,52.315968,9.778228E-4,0.047658477,0.0,2.7251821E-5,2.7251821E-5,211.21976,0.0,245.33139,420.0,775.0,0.0,0.0,18.186312,269.17422,62.344105,130.68932,296.1231,296.14545,296.1745,296.16837,207.83644,295.46368,24.502222,2.4271555,23.392129998472342,-17.067990398270908,547.3333333333334,1,896.8333333333334,111.66666666666667,1444.1666666666667,63.25,383.1666666666667,2081.0,0.0,153.16666666666666,302.0833333333333,1504.9166666666667,157.91666666666666,272.25,"{""type"":""Point"",""coordinates"":[23.392131989303333,-17.06798962474845]}"
000000000000000002e6,15.179808,295.99765,0.10694093,13.571195,12.421099,4573,2067.0,2250.0,2096.0,1976.0,1.9598661E-5,332.0,664.0,0,10,10,346.66052,-83.35684,502.0,811.0,349.0,681.0,6601,0.99945354,2.0,432.0,713.0,221.60236,90330.5,0.011283317,-0.2610624,75.378426,49.01686,0.0010862947,0.044937212,0.0,2.5530013E-5,2.5530013E-5,199.8757,0.0,244.24905,462.0,728.0,0.0,0.0,17.681585,270.30862,58.81361,123.3805,295.945,295.96783,296.00018,295.9875,206.90332,295.4311,24.061459,2.4123547,22.386016880258477,-18.28969918467346,428.6666666666667,1,1075.6666666666667,26.083333333333332,1504.4166666666667,45.416666666666664,126.16666666666667,2221.4166666666665,0.0,156.91666666666666,306.75,1447.75,172.58333333333334,260.6666666666667,"{""type"":""Point"",""coordinates"":[22.386016100412235,-18.289698590472607]}"
0000000000000000032d,12.788956,296.274,0.14534444,19.166405,12.805835,4268,1915.0,1812.0,2029.0,1961.0,2.1905907E-5,275.0,620.0,0,10,10,351.50372,-79.85906,468.0,828.0,300.0,640.0,5882,0.40789247,2.0,376.0,729.0,213.4067,89411.03,0.0121116135,-0.24732617,78.62653,54.786366,0.0016470433,0.09340322,0.0,3.4385404E-5,3.4385404E-5,199.16602,0.0,243.58228,416.0,734.0,0.0,0.0,18.867271,280.62936,59.67122,120.627525,296.12817,295.9912,296.13956,296.08694,212.41972,295.32382,23.743109,2.4840581,23.75145611212015,-15.271359830031866,625.0833333333334,1,755.8333333333334,42.25,1380.9166666666667,87.33333333333333,872.25,1929.75,0.0,152.25,292.4166666666667,1509.1666666666667,144.0,295.5,"{""type"":""Point"",""coordinates"":[23.751455270392114,-15.271359842001415]}"
0000000000000000033b,13.455329,296.6928,0.14029053,16.790388,15.456988,4148,2156.0,2003.0,1747.0,1722.0,2.1796945E-5,316.0,636.0,0,10,10,354.541,-79.83677,521.0,810.0,342.0,651.0,5864,0.9449296,2.0,385.0,729.0,216.4033,89572.4,0.012180734,-0.14881313,77.21026,54.513264,0.0017500515,0.10510942,0.0,3.3943303E-5,3.3943303E-5,213.01541,0.0,243.79265,408.0,728.0,0.0,0.0,19.16356,282.3025,62.881107,130.97073,296.607,296.4357,296.5934,296.53058,210.91608,295.73892,23.037664,2.1987557,22.457882102988037,-15.199494607302304,609.5833333333334,1,763.4166666666666,-21.0,1373.0,98.16666666666667,756.8333333333334,1982.75,0.0,147.08333333333334,294.8333333333333,1561.75,138.75,293.0,"{""type"":""Point"",""coordinates"":[22.45788343209062,-15.199492510323028]}"
00000000000000000358,14.013433,294.34393,0.13449863,18.896559,13.129213,4378,4212.0,3104.0,1570.0,1582.0,2.1358723E-5,308.0,660.0,0,10,10,356.24152,-65.14331,477.0,794.0,347.0,686.0,6904,0.9366598,2.0,410.0,720.0,215.05376,88696.04,0.011799134,-0.29589763,76.01689,53.41867,0.0020643715,0.054195143,0.0,3.074011E-5,3.074011E-5,229.81769,0.0,225.80634,432.0,738.0,0.0,0.0,20.177849,278.62173,68.874435,140.76538,294.32632,294.46164,294.44446,294.46692,193.9566,292.6952,21.846478,2.909367,27.48844769405736,-16.34933817097529,652.3333333333334,1,585.6666666666666,210.75,1238.0,83.41666666666667,1065.1666666666667,1912.5,0.0,142.5,276.25,1533.6666666666667,118.16666666666667,260.75,"{""type"":""Point"",""coordinates"":[27.48844949924297,-16.349338603469842]}"
0000000000000000035f,14.828241,296.20148,0.091294296,11.125487,15.10079,4027,1884.0,2459.0,1939.0,1808.0,1.8587294E-5,288.0,655.0,0,10,10,343.83328,-87.37316,530.0,825.0,354.0,677.0,6018,1.0,2.0,435.0,711.0,232.93433,90524.13,0.010769131,-0.1646648,76.477776,46.485004,0.0013462191,0.046692424,0.0,2.4679499E-5,2.4679499E-5,216.46234,0.0,246.50742,463.0,735.0,0.0,0.0,17.367174,265.57224,64.223885,134.87129,296.15173,296.08612,296.09766,296.10403,209.60944,295.57404,21.00536,2.4065168,21.66736465296286,-19.080216634698637,351.5833333333333,1,1173.0,54.5,1524.5,37.0,14.333333333333334,2293.5833333333335,0.0,156.91666666666666,309.4166666666667,1379.5,182.75,246.91666666666666,"{""type"":""Point"",""coordinates"":[21.66736507913363,-19.0802169434296]}"
0000000000000000036f,12.27207,290.08316,0.15639594,16.419386,33.139263,3703,1798.0,1928.0,1546.0,1422.0,2.8434068E-5,639.0,645.0,0,10,10,339.16757,-59.36526,811.0,723.0,663.0,664.0,5672,1.0,2.0,700.0,692.0,154.84769,90196.375,0.010003584,-0.48419088,46.64468,71.11399,0.007656185,0.08423598,5.151099E-7,3.6750345E-5,3.675031E-5,350.69427,0.0,201.70056,716.0,703.0,0.0,3.434066E-11,33.03384,372.54352,104.33046,213.32997,290.15424,290.69604,290.37103,290.51996,176.50702,288.9704,22.075106,2.711771,30.86611316234676,-28.207099921352977,772.5,1,230.83333333333334,684.0833333333334,1003.4166666666666,95.41666666666667,398.8333333333333,1969.25,0.0,117.0,236.75,1356.5,83.5,195.91666666666666,"{""type"":""Point"",""coordinates"":[30.866111528802932,-28.207100520521568]}"
00000000000000000374,12.477966,295.94473,0.07844574,9.807212,20.844255,4683,2475.0,2657.0,2116.0,1755.0,1.993726E-5,344.0,668.0,225,10,10,363.2147,-68.136,506.0,774.0,394.0,691.0,7380,1.0,2.0,449.0,725.0,214.72855,95550.06,0.011212012,-0.16384403,64.0547,49.86497,0.004919698,0.1154634,0.0,3.2168064E-5,3.2168064E-5,238.66942,0.0,208.02158,467.0,738.0,0.0,0.0,20.684809,276.17337,71.104,146.8806,295.95175,296.0338,295.99527,296.02264,181.58002,294.319,19.376875,2.6356034,30.722382716887637,-21.379903762044613,502.6666666666667,1,650.5833333333334,430.3333333333333,1153.25,53.25,367.6666666666667,1982.5833333333333,0.0,146.66666666666666,291.6666666666667,1680.3333333333333,125.5,166.25,"{""type"":""Point"",""coordinates"":[30.722381324547214,-21.379904670622185]}"
000000000000000000ac,17.601229,288.56952,0.10045055,9.208303,19.465708,5649,3349.0,3477.0,1375.0,2188.0,2.3726787E-5,417.0,548.0,2427,12,12,335.83282,-57.89433,505.0,636.0,440.0,563.0,7554,0.8382952,2.0,475.0,596.0,171.6366,100695.07,0.008432517,-0.498171,26.26018,59.44958,0.009881292,0.032796685,0.004012088,2.9199862E-5,2.8595467E-5,247.34099,0.28254122,172.71942,488.0,613.0,0.0013118476,6.0408655E-7,24.588167,293.33484,74.3408,148.41202,288.48203,287.72958,288.04486,287.9633,143.08783,288.27884,30.129725,3.1613932,115.37961509231134,34.60310474428397,555.0833333333334,1,355.25,-126.91666666666667,917.9166666666666,69.08333333333333,540.3333333333334,1801.5,1.6666666666666667,103.08333333333333,197.08333333333334,1316.0833333333333,78.5,232.0,"{""type"":""Point"",""coordinates"":[115.37961432240058,34.603105757653786]}"
