,index,country_code,geometry,area,samples,boundaries,coords
241,241,COD,"POLYGON ((15.76248476745795 -3.843839089536835, 16.0062895036543 -3.535132744972529, 15.97280317552915 -2.712392266453612, 16.40709191251005 -1.740927015798682, 16.86530683764212 -1.225816338713287, 17.52371626147286 -0.7438302547269871, 17.63864464688999 -0.4248316381892465, 17.66355268725468 -0.05808399821381727, 17.82654015470325 0.2889232446261047, 17.77419192879157 0.8556586775710854, 17.89883548347959 1.741831976728278, 18.09427575040743 2.365721543788055, 18.39379235197114 2.90044342692822, 23.04435702618847 0.3828373425599533, 30.46850752129029 1.583805446779706, 21.84610344870062 -1.33833697582173, 15.76248476745795 -3.843839089536835))",27.81737011186229,"[[16.075335367081276, -3.1119788023098245], [19.98811059102355, 1.730265072972763], [16.884305720816485, -3.3290792157368707], [17.636907305489668, -1.6186983831328547], [16.06575709162428, -2.7379545943094508]]","[15.76248476745795, -3.843839089536835, 30.46850752129029, 2.90044342692822]",[]
242,242,SOM,"POLYGON ((41.58513 -1.68325, 40.993 -0.85829, 40.98105 2.78452, 41.85508309264397 3.918911920483727, 42.12860999999999 4.23413, 42.76967 4.25259, 43.66086999999999 4.957550000000083, 44.96360000000001 5.00162, 47.78942 8.003, 48.48673587422695 8.837626247589995, 48.93812951029645 9.451748968946617, 48.93823286316103 9.973500067581512, 48.9384912453225 10.98232737878347, 48.94200524271835 11.39426605879814, 48.94820475850974 11.41061728169796, 48.94820475850985 11.41061728169797, 49.26776 11.43033, 49.72862 11.5789, 50.25878000000001 11.67957, 50.73202 12.0219, 51.1112 12.02464, 51.13387 11.74815, 51.04153 11.16651, 51.04531 10.6409, 50.83418 10.27972, 50.55239 9.198740000000001, 50.07092 8.08173, 49.45270000000001 6.80466, 48.59455000000001 5.339110000000001, 47.74079 4.2194, 46.56476 2.85529, 45.56399 2.04576, 44.06815 1.05283, 43.13597 0.2922, 42.04157000000001 -0.9191600000000001, 41.81095 -1.44647, 41.58513 -1.68325))",39.528186480396755,"[[46.936438776323804, 3.9756659593049237], [44.01345860633102, 1.249765671893409], [47.983092836265264, 4.9480491660597865], [43.48093419494818, 3.3887923290489588], [41.73033434887805, -0.5870997862187551], [42.99516631683924, 3.476778877535227], [41.667619824397875, -1.1454070518404136], [45.574386137097264, 2.5206643800855826], [46.92686174375033, 3.8284276262108445], [41.50109425591305, -1.209773722405296], [46.94357044930219, 3.9607243601442352], [41.81902209439639, -0.8655751099399579], [45.91743738508941, 3.143568355753057]]","[40.98105, -1.68325, 51.13387, 12.02464]",[]
243,243,KEN,"POLYGON ((39.20222 -4.67677, 37.7669 -3.67712, 37.69868999999994 -3.096989999999948, 34.07261999999997 -1.059819999999945, 33.90371119710453 -0.9500000000000001, 33.89356896966694 0.1098135378618963, 34.18 0.515, 34.6721 1.17694, 35.03599 1.90584, 34.59607 3.053740000000118, 34.47913 3.555600000000084, 34.005 4.249884947362048, 34.62019626785388 4.847122742081988, 35.29800711823298 5.506, 35.81744766235352 5.338232082790797, 35.81744766235352 4.77696566346189, 36.15907863285565 4.447864127672769, 36.85509323800812 4.447864127672769, 38.120915 3.598605, 38.43697 3.58851, 38.67114 3.616070000000001, 38.89251 3.50074, 39.55938425876585 3.42206, 39.85494 3.83879, 40.76848 4.257020000000001, 41.1718 3.91909, 41.85508309264397 3.918911920483727, 40.98105 2.78452, 40.993 -0.85829, 41.58513 -1.68325, 40.88477 -2.08255, 40.63785000000001 -2.49979, 40.26304000000001 -2.57309, 40.12119 -3.27768, 39.80006 -3.68116, 39.60489 -4.34653, 39.20222 -4.67677))",48.03319482128377,"[[34.05752676448724, 0.3186479929875284], [37.13577591027959, -0.5462152066442998], [34.96785401644171, 0.566759417745738], [36.20519742238011, 0.28155058777403424], [35.19869353463151, -0.5208792617385745], [35.6036656343304, 1.1165488039388736], [35.7041976030357, 1.7810337846187978], [36.1263504244244, -0.7078386107547269], [35.80188496963045, 0.4024675737543684], [34.934869713481, 1.1297987366779982], [35.176295038067124, -0.5920070706137751], [35.56475590521829, 1.3350842943644354], [38.527710683846756, 0.9830249215879175], [40.968255409415235, 0.2449376424829776], [40.62026523740826, -1.9685748330719146], [35.87491894957723, -0.4024669011445336]]","[33.89356896966694, -4.67677, 41.85508309264397, 5.506]",[]
244,244,SDN,"POLYGON ((24.56736901215208 8.229187933785468, 23.80581342946675 8.666318874542526, 23.45901289235599 8.954285793488893, 23.39477908701718 9.265067857292223, 23.55724979014283 9.681218166538684, 23.55430423350219 10.08925527591531, 22.97754357269261 10.71446259199854, 22.86416548024422 11.14239512780755, 22.87621999999993 11.38461000000012, 22.50869 11.67936000000003, 22.49761999999998 12.26024000000007, 22.28801000000004 12.64604999999995, 21.93680999999998 12.58818000000014, 22.03758999999997 12.95545999999996, 29.01237012413123 17.34635063728617, 37.16747000000009 17.26314000000013, 36.85253000000012 16.95654999999999, 29.86260401225792 15.99058500311672, 25.79063332841395 10.41109894023373, 25.06960369934399 10.27375996326799, 24.79492574541268 9.810240916008695, 24.53741516360202 8.91753756573172, 24.19406772118765 8.728696472403897, 23.88697958086067 8.619729712933065, 24.56736901215208 8.229187933785468))",34.12527350499827,[],"[21.93680999999998, 8.229187933785468, 37.16747000000009, 17.34635063728617]",[]
245,245,SDN,"POLYGON ((36.85253000000012 16.95654999999999, 36.75389000000007 16.29186000000004, 36.32321999999999 14.82249000000002, 36.42951000000005 14.42211000000003, 36.27022000000005 13.56333000000012, 35.86363 12.57828000000006, 35.26049000000006 12.08286000000004, 34.83163000000013 11.31896000000012, 34.73115000000013 10.91017000000011, 34.25745000000006 10.63009, 33.9616200000001 9.583580000000097, 33.97498000000007 8.684559999999919, 33.96339279497118 9.464285229420625, 33.82496348090751 9.484060845715362, 33.84213085302815 9.981914637215993, 33.72195924818311 10.32526207963019, 33.20693808456178 10.72011163840659, 33.08676647971674 11.4411412674765, 33.20693808456178 12.1793382686671, 32.74341903730254 12.24800775714999, 32.67474954881965 12.02483191958072, 32.59756754123926 12.01821631893096, 31.66070457177276 13.12337048789397, 27.97088958774435 9.398223985111656, 27.83355061077879 9.604232450560289, 27.11252098170888 9.638567194801624, 26.75200616717382 9.466893473594496, 26.47732821324252 9.552730334198088, 25.96230704962102 10.13642098630243, 25.79063332841395 10.41109894023373, 29.86260401225792 15.99058500311672, 36.85253000000012 16.95654999999999))",43.34840922133754,"[[32.81369464653951, 14.059867092207984], [32.97598794179717, 12.364428804551173], [35.33289054432399, 14.103330897777852], [34.08354127019976, 14.024036137965965], [33.47690593000508, 12.314399634311508], [34.31048911121279, 13.79072757463893], [33.140677172122246, 12.765132979309254], [32.838068540011236, 14.135348534542475], [35.70682986749914, 13.102601335149698], [33.781332716994875, 12.271862080471363], [30.634188648558798, 12.438070590453886], [33.015451296254945, 13.19444314950534], [33.16473002850973, 11.684140270128157], [35.068239010728526, 13.524343134411874], [35.3589923143447, 15.559150377343977], [36.05117226124519, 14.547344145925008], [33.24287665296409, 12.98288963601667], [33.53796675096409, 13.536718955308514]]","[25.79063332841395, 8.68455999999992, 36.85253000000012, 16.95654999999999]",[]
246,246,SDN,"POLYGON ((32.59756754123926 12.01821631893096, 32.07389152459479 11.97332980321852, 32.31423473428475 11.68148447716652, 32.40007159488835 11.08062645294149, 31.85071568702551 10.53127054507883, 31.35286189552488 9.810240916008695, 30.83784073190338 9.70723668328452, 29.99663949798855 10.29092733538869, 29.61895731133285 10.08491886994022, 29.51595307860862 9.793073543888056, 29.00093191498718 9.604232450560289, 28.96659717074579 9.398223985111656, 27.97088958774435 9.398223985111656, 31.66070457177276 13.12337048789397, 32.59756754123926 12.01821631893096))",6.877291102289151,"[[31.9311998710941, 12.497054692254062], [32.14783505050526, 11.738883316911581]]","[27.97088958774435, 9.398223985111656, 32.59756754123926, 13.12337048789397]",[]
247,247,SDN,"POLYGON ((22.03758999999997 12.95545999999996, 22.29658000000001 13.37231999999995, 22.18329 13.78648000000004, 29.96542946434606 18.99368322884431, 36.86622999999997 22, 37.1887200000001 21.01885000000004, 36.96940999999993 20.83744000000013, 37.11470000000014 19.80796000000009, 37.4817900000001 18.61409000000009, 37.86276000000009 18.36785999999995, 38.41008995947323 17.99830739997032, 37.90400000000011 17.42754000000002, 37.16747000000009 17.26314000000013, 29.01237012413123 17.34635063728617, 22.03758999999997 12.95545999999996))",31.677902854726295,[],"[22.03758999999997, 12.95545999999996, 38.41008995947323, 22.0]",[]
248,248,SDN,"POLYGON ((22.18329 13.78648000000004, 22.51202000000001 14.09317999999996, 22.30350999999996 14.32682000000005, 22.56795000000011 14.94429000000014, 23.0245900000001 15.68072000000006, 23.88689000000011 15.61084, 23.83766000000014 19.5804700000001, 23.85000000000014 20.00000000000006, 25.00000000000011 20.00304000000006, 25 22, 29.01999999999998 22, 32.89999999999998 22, 36.86622999999997 22, 29.96542946434606 18.99368322884431, 22.18329 13.78648000000004))",40.41566661408339,[],"[22.18329, 13.78648000000004, 36.86622999999997, 22.0]",[]
249,249,TCD,"POLYGON ((22.18329 13.78648000000004, 22.29658000000001 13.37231999999995, 22.03758999999997 12.95545999999996, 21.93680999999998 12.58818000000014, 22.28801000000004 12.64604999999995, 22.49761999999998 12.26024000000007, 22.50869 11.67936000000003, 22.87621999999993 11.38461000000012, 22.86416548024422 11.14239512780755, 22.23112918466876 10.97188873946061, 21.72382164885946 10.56705556888598, 21.00086836109617 9.475985215691509, 20.05968549976427 9.012706000194854, 19.09400800952602 9.07484691002584, 18.81200971850927 8.982914536978598, 18.91102176278051 8.630894680206353, 18.38955488452322 8.281303615751824, 17.96492964038089 7.890914008002994, 16.70598839688626 7.508327541529979, 16.45618452318735 7.734773667832968, 16.29056155769189 7.754307359239419, 16.10623172370674 7.497087917506462, 15.27946048346911 7.421924546737969, 15.43609174974574 7.692812404811889, 15.12086551276531 8.382150173369439, 14.97999555833769 8.796104234243472, 14.54446658698177 8.965861314322268, 13.95421837734401 9.549494940626687, 14.17146609869903 10.02137828209993, 14.62720055508106 9.920919297724538, 14.90935387539472 9.992129421422732, 15.46787275560524 9.982336737503545, 14.92356489427496 10.89132518151747, 14.92564380191477 10.92906851315883, 18.58132952533289 15.32886739983968, 22.18329 13.78648000000004))",38.94486444904034,"[[17.550463612137126, 10.109083357589443], [20.583560958349242, 10.158182039101055], [16.280490880586896, 8.986391460672346], [20.447844615394995, 9.988984638152832]]","[13.95421837734401, 7.421924546737969, 22.87621999999993, 15.32886739983968]",[]
250,250,TCD,"POLYGON ((23.83766000000014 19.5804700000001, 23.88689000000011 15.61084, 18.60893272913059 17.65622455445404, 14.59578128424761 13.33042694747786, 13.95447675950561 13.35344879806377, 13.95669884609413 13.99669118901693, 13.54039350755079 14.36713369390122, 13.97217000000001 15.68437000000006, 15.24773115404184 16.62730581305078, 15.30044111497972 17.927949937405, 15.68574059414777 19.95718008064239, 15.90324669766431 20.38761892341751, 15.48714806485015 20.73041453702564, 15.47106000000008 21.04845000000006, 15.09688764818185 21.30851878507491, 14.85130000000004 22.86295000000013, 15.86085000000008 23.40971999999999, 19.84926000000007 21.49509000000006, 23.83766000000014 19.5804700000001))",48.74117346425113,"[[14.465409361143825, 13.389194953193744], [14.352579872663716, 13.34660283607769], [14.56451092375595, 13.429790691466001]]","[13.54039350755079, 13.33042694747786, 23.88689000000011, 23.40971999999999]",[]
251,251,TCD,"POLYGON ((23.88689000000011 15.61084, 23.0245900000001 15.68072000000006, 22.56795000000011 14.94429000000014, 22.30350999999996 14.32682000000005, 22.51202000000001 14.09317999999996, 22.18329 13.78648000000004, 18.58132952533289 15.32886739983968, 14.92564380191477 10.92906851315883, 14.9601518083376 11.55557404219722, 14.89336000000003 12.21904999999998, 14.49578738776285 12.85939626713733, 14.59578128424761 13.33042694747786, 18.60893272913059 17.65622455445404, 23.88689000000011 15.61084))",19.48132606485854,"[[14.791493682038167, 12.945554719442153]]","[14.49578738776285, 10.92906851315883, 23.88689000000011, 17.65622455445404]",[]
252,252,HTI,"POLYGON ((-71.71236141629296 19.71445587816736, -71.62487321642283 19.16983795824331, -71.7013026597825 18.78541697842405, -71.94511206733556 18.61690013272026, -71.68773759630588 18.31666006110447, -71.70830481635805 18.04499705654609, -72.37247616238935 18.21496084235406, -72.84441118029488 18.14561107021837, -73.45455481636503 18.2179063989947, -73.92243323433566 18.030992743395, -74.45803361682478 18.34254995368271, -74.36992529976713 18.66490753831941, -73.44954220243272 18.52605296475114, -72.69493709989064 18.44579946540186, -72.33488155789701 18.66842153571525, -72.79164954292489 19.10162506761803, -72.78410478381028 19.48359141690341, -73.41502234566175 19.63955088956028, -73.18979061551762 19.91568390551191, -72.57967281766362 19.87150055590236, -71.71236141629296 19.71445587816736))",2.4471136748678006,"[[-72.74792590348024, 19.870228925309878]]","[-74.45803361682478, 18.030992743395, -71.62487321642283, 19.91568390551191]",[]
253,253,DOM,"POLYGON ((-71.70830481635805 18.04499705654609, -71.68773759630588 18.31666006110447, -71.94511206733556 18.61690013272026, -71.7013026597825 18.78541697842405, -71.62487321642283 19.16983795824331, -71.71236141629296 19.71445587816736, -71.58730445014663 19.8849105900821, -70.80670610216174 19.88028554939199, -70.21436499701613 19.62288524014616, -69.95081519232758 19.64799998624001, -69.76925004747008 19.29326711677244, -69.22212582057988 19.3132142196371, -69.25434607611385 19.01519623460987, -68.80941199408083 18.97907440843785, -68.31794328476897 18.61219757738169, -68.68931596543452 18.20514232021861, -69.16494584824892 18.42264842373511, -69.62398759629764 18.38071299893025, -69.95293392605154 18.42830699307106, -70.13323299831789 18.2459150252969, -70.51713721381422 18.18429087978883, -70.66929846869763 18.42688589118303, -70.99995012071719 18.28332876227621, -71.4002099270339 17.5985643579766, -71.65766191271202 17.7575727401387, -71.70830481635805 18.04499705654609))",4.129206498675565,"[[-70.4817226370621, 18.33774552670141]]","[-71.94511206733556, 17.5985643579766, -68.31794328476897, 19.8849105900821]",[]
254,254,RUS,"POLYGON ((178.7253 71.0988, 180.0000000000001 71.51571433642829, 180.0000000000001 70.83219920854673, 178.903425 70.78114000000001, 178.7253 71.0988))",0.6143548347665313,[],"[178.7253, 70.78114000000001, 180.0000000000001, 71.51571433642829]",[]
255,255,RUS,"POLYGON ((74.65926000000007 72.83227000000005, 75.1580100000001 72.85497000000015, 75.57195538715654 72.41825170867114, 74.65926000000007 72.83227000000005))",0.11360490404442575,[],"[74.65926000000007, 72.41825170867114, 75.57195538715654, 72.85497000000015]",[]
256,256,RUS,"POLYGON ((135.0263114767866 48.47822988544387, 133.3735958192279 48.18344167743487, 132.50669 47.78896000000003, 130.9872600000001 47.79013000000003, 130.5822933289824 48.72968740497614, 129.3978178244204 49.44060008401544, 127.6574000000003 49.76027000000011, 127.2874556824848 50.73979726826548, 126.9391565288377 51.35389415140592, 126.7997927467749 51.5139357367643, 135.0263114767866 48.47822988544387))",9.657598836682064,"[[128.82871975676724, 49.86577076122361], [127.57418637708358, 50.11187923713036], [132.62024451311322, 49.437272851119126], [127.9355957111293, 50.31781017408727]]","[126.7997927467749, 47.78896000000003, 135.0263114767866, 51.5139357367643]",[]
257,257,RUS,"POLYGON ((100.8847906878865 51.51746101957438, 99.98173221232354 51.63400625264399, 99.44800174163008 51.83094831533784, 100.8847906878865 51.51746101957438))",0.05782322840359672,[],"[99.44800174163008, 51.51746101957438, 100.8847906878865, 51.83094831533784]",[]
258,258,RUS,"POLYGON ((139.3757015222681 54.22077656111021, 139.90151 54.18968000000012, 141.34531 53.08957000000015, 141.37923 52.23877000000005, 139.3757015222681 54.22077656111021))",1.085461157904332,[],"[139.3757015222681, 52.23877000000005, 141.37923, 54.22077656111021]",[]
259,259,RUS,"POLYGON ((48.58436684943106 41.80888339829214, 48.58437000000015 41.80888000000004, 48.58435339611342 41.80886879162067, 48.58436684943106 41.80888339829214))",4.5868815319626544e-11,[],"[48.58435339611342, 41.80886879162067, 48.58437000000015, 41.80888339829214]",[]
260,260,RUS,"POLYGON ((87.75126427607671 49.29719798440549, 87.35997033076265 49.21498078062912, 87.23943319779613 49.35393656977257, 87.75126427607671 49.29719798440549))",0.03214139249094866,[],"[87.23943319779613, 49.21498078062912, 87.75126427607671, 49.35393656977257]",[]
261,261,RUS,"POLYGON ((60.64137862758632 52.30244058578477, 59.96753380721555 51.9604204372157, 61.58800337102417 51.27265879984321, 61.33742435084093 50.79907013610426, 59.93280724471549 50.84219411885186, 59.64228234237061 50.54544220641571, 58.36332000000004 51.06364000000002, 57.09354032739058 51.04754889422925, 58.47094795820549 52.54304177442632, 60.64137862758632 52.30244058578477))",4.931383667884297,"[[61.44915508925256, 51.11870184697759], [59.659754028019556, 50.93841131019587], [58.19329233659937, 52.03395313787275], [57.99813272779164, 51.83237127251979]]","[57.09354032739058, 50.54544220641571, 61.58800337102417, 52.54304177442632]",[]
262,262,RUS,"POLYGON ((160.3687700000003 54.34433000000007, 160.0217300000002 53.20257000000009, 158.5309400000001 52.95868000000019, 158.23118 51.94269000000003, 156.7897900000003 51.01105000000007, 156.4200000000001 51.70000000000005, 155.99182 53.15895, 155.43366 55.38103000000012, 155.9144200000003 56.76792000000017, 156.75815 57.36470000000003, 156.8103500000001 57.83204000000001, 157.6392127731358 57.95136257234856, 160.3687700000003 54.34433000000007))",19.910777093895327,"[[156.4839145738441, 53.19445548314904], [156.24356198926938, 52.69004861060709]]","[155.43366, 51.01105000000007, 160.3687700000003, 57.95136257234856]",[]
263,263,RUS,"POLYGON ((74.48047065016193 68.31805291171031, 74.46926000000013 68.32899000000009, 74.47014577313267 68.33024332968498, 74.48047065016193 68.31805291171031))",1.1869209794966944e-05,[],"[74.46926000000013, 68.31805291171031, 74.48047065016193, 68.33024332968498]",[]
264,264,RUS,"POLYGON ((130.9358700000001 42.55274000000009, 130.7800048535851 42.22001036108258, 130.7800036600468 42.22000781320322, 130.78 42.22000000000014, 130.7799923165783 42.22000960427719, 130.6400000000001 42.39500000000004, 130.6399997069095 42.39502427522179, 130.6338664084097 42.90301463477053, 130.8419395875318 42.91400241418395, 130.9358700000001 42.55274000000009))",0.15066787919796598,[],"[130.6338664084097, 42.22000000000014, 130.9358700000001, 42.91400241418395]",[]
265,265,RUS,"POLYGON ((49.10116000000011 46.39933000000013, 48.64541000000008 45.8062900000001, 47.67590999999999 45.64149000000015, 46.68201000000005 44.6092000000001, 47.59093999999999 43.66016000000008, 47.49252000000007 42.98658000000012, 48.58436684943106 41.80888339829214, 48.58435339611342 41.80886879162067, 47.98728315612598 41.40581920019423, 47.81566572448463 41.15141612402135, 47.37331546406623 41.2197323675112, 46.68607059101661 41.82713715266988, 46.40495079934882 41.86067515722731, 45.77640000000002 42.09244000000018, 45.47027916848572 42.50278066666998, 44.53762291848199 42.71199270280363, 43.93121000000014 42.55496000000011, 43.75599000000011 42.74083000000007, 43.95002401812624 48.24686041496, 47.54948042174931 50.45469839131113, 46.75159630716274 49.35600576435377, 47.04367150247651 49.15203888609761, 46.46644575377627 48.39415233010493, 47.31524000000013 47.7158500000001, 48.05725000000001 47.74377000000004, 48.69473351420174 47.07562816017793, 48.59325000000018 46.56104000000005, 49.10116000000011 46.39933000000013))",27.27168956639289,"[[45.882682266688384, 46.69450094093553], [46.42705190859769, 43.315354157655236], [44.70929044589592, 48.494587681434375], [45.36969071820832, 47.15533763696285], [43.97008091562486, 46.63356053516242], [44.15059088552758, 45.75020628376927], [44.037002034567685, 46.97368347242745], [46.08112755733929, 46.52497526166766], [46.83568680499026, 47.40418904729355], [43.83564402869943, 44.24894115632056], [45.514213096886955, 43.72840441229642], [46.6223568644613, 43.55109144344267], [44.14658803425202, 44.84016374463567]]","[43.75599000000011, 41.15141612402135, 49.10116000000011, 50.45469839131113]",[]
266,266,RUS,"POLYGON ((50.22766000000013 67.99867000000017, 53.71743000000015 68.85738000000015, 54.47171000000009 68.80815000000001, 53.48582000000016 68.20130999999998, 54.72627999999997 68.09701999999999, 55.44268000000011 68.43866000000008, 57.31702000000007 68.4662800000001, 58.80200000000013 68.88081999999997, 59.94142000000011 68.27844000000005, 61.07784000000021 68.94069000000007, 60.02999999999997 69.5200000000001, 60.55000000000001 69.85000000000002, 63.50400000000013 69.54739000000006, 64.54184937606718 69.31302723987056, 56.90958471602976 64.43293133385446, 50.22766000000013 67.99867000000017))",31.815494522388025,[],"[50.22766000000013, 64.43293133385446, 64.54184937606718, 69.85000000000002]",[]
267,267,RUS,"POLYGON ((29.05458865735233 66.94428620062206, 29.97742638522061 67.69829702419275, 28.44594363781866 68.36461294216404, 28.59192955904319 69.06477692328666, 29.39955000000003 69.15692000000013, 31.10104220259763 69.55810108805622, 31.10108000000008 69.55811000000011, 32.13272000000018 69.90595000000019, 33.77547000000004 69.30142000000012, 36.51396 69.06342000000006, 40.29234000000014 67.93240000000003, 41.05987000000005 67.45713000000012, 41.1259500000001 66.79158000000007, 40.01583000000005 66.26618000000013, 38.38294999999999 65.99953000000011, 33.91871000000015 66.75961000000001, 33.18444000000005 66.63252999999997, 33.85729579723544 66.33026841567097, 29.05458865735233 66.94428620062206))",30.28163242503038,[],"[28.44594363781866, 65.9995300000001, 41.1259500000001, 69.90595000000019]",[]
268,268,RUS,"POLYGON ((93.23421000000008 76.04720000000009, 95.86000000000018 76.1400000000001, 96.67821000000009 75.91548, 98.92254000000014 76.44689, 100.7596700000001 76.43028000000004, 101.03532 76.86189000000007, 101.9908400000001 77.28754000000015, 104.3516000000001 77.69792000000007, 106.0666400000002 77.37389000000007, 104.7050000000002 77.12740000000008, 106.9701300000001 76.97419000000008, 107.2400000000001 76.48000000000002, 99.46965863861823 73.39881028091705, 93.23421000000008 76.04720000000009))",25.921268585965066,[],"[93.23421000000008, 73.39881028091705, 107.2400000000001, 77.69792000000007]",[]
269,269,RUS,"POLYGON ((132.9062700000001 42.79849000000013, 132.2780700000002 43.28456000000011, 130.9358700000001 42.55274000000009, 130.8419395875318 42.91400241418395, 131.1446879416149 42.92998973242689, 131.2885551291155 44.11151968034828, 131.0251900000002 44.96796000000006, 131.8834542176595 45.32116160743652, 132.9010654922948 45.17269399240858, 132.9062700000001 42.79849000000013))",3.8861650743063456,"[[132.72233953090517, 44.888344675393405]]","[130.8419395875318, 42.55274000000009, 132.9062700000001, 45.32116160743652]",[]
270,270,RUS,"POLYGON ((149.5 72.20000000000005, 150.3511800000001 71.60643000000005, 152.9689000000002 70.84222000000005, 157.00688 71.03141000000005, 158.99779 70.86671999999999, 152.4256535025211 64.84093349685305, 155.5810820340449 60.67112405636789, 148.7171748632954 67.17713894503061, 149.5 72.20000000000005))",43.20477360793833,[],"[148.7171748632954, 60.67112405636789, 158.99779, 72.20000000000005]",[]
271,271,RUS,"POLYGON ((158.99779 70.86671999999999, 159.8303100000002 70.45324000000005, 159.8028904999285 70.28841646015317, 158.99779 70.86671999999999))",0.07427815414148857,[],"[158.99779, 70.28841646015317, 159.8303100000002, 70.86671999999999]",[]
272,272,RUS,"POLYGON ((160.9795192024006 69.44324428129426, 162.27907 69.64204000000001, 164.0524800000001 69.66822999999999, 165.9403700000001 69.47199000000001, 167.8356699999999 69.58269000000013, 169.0578095862724 68.9590547518649, 165.3853979214242 66.27850241419401, 160.9795192024006 69.44324428129426))",14.365097829261355,[],"[160.9795192024006, 66.27850241419401, 169.0578095862724, 69.66823]",[]
273,273,RUS,"POLYGON ((179.99281 64.97433000000001, 178.7072000000003 64.53493000000003, 178.5630406425848 64.54308173599563, 179.99281 64.97433000000001))",0.036911787480832736,[],"[178.5630406425848, 64.53493000000003, 179.99281, 64.97433000000001]",[]
274,274,RUS,"POLYGON ((177.8737941592 64.33519061853023, 178.3130000000001 64.07593000000003, 178.9082500000002 63.25197000000009, 179.3703399999999 62.98262000000011, 179.48636 62.56894, 179.22825 62.30410000000018, 177.3643000000001 62.52190000000007, 174.5692900000003 61.76915000000002, 173.6801300000001 61.6526100000001, 172.15 60.94999999999999, 170.6985000000001 60.33618000000013, 170.3308500000003 59.88177000000007, 168.90046 60.57355000000007, 166.2949800000002 59.78855000000016, 165.8400000000001 60.16000000000003, 164.8767399999999 59.73160000000001, 167.9570914338184 61.3441062084546, 177.8737941592 64.33519061853023))",19.26457675276137,[],"[164.8767399999999, 59.73160000000001, 179.48636, 64.33519061853023]",[]
275,275,RUS,"POLYGON ((40.07696495947977 43.55310415300232, 39.95500857927092 43.43499766699922, 38.68000000000001 44.28000000000009, 37.53912000000003 44.65721000000002, 36.6754600000001 45.24469000000011, 37.4031700000001 45.40451000000013, 38.23295000000002 46.24087000000003, 37.67372 46.63657000000001, 39.14767000000012 47.04475000000014, 39.12120000000004 47.26336000000009, 38.22353803889933 47.10218984637595, 38.25511233902978 47.54640045835691, 38.77057000000008 47.82562000000019, 39.73827762223885 47.89893707945197, 39.89562000000018 48.23241000000007, 39.67464999999999 48.78382000000016, 40.08078901546941 49.30742991799934, 40.06904000000014 49.60104999999999, 38.59498823421342 49.9264619004237, 38.01063113785693 49.9156615260747, 37.39345950699516 50.38395335550365, 36.62616784032542 50.22559092874513, 35.35611616388798 50.57719737405904, 35.37790999999999 50.7739400000001, 35.15855772420187 51.04133115896499, 43.24788604435106 49.18164047677982, 40.07696495947977 43.55310415300232))",20.45972994914611,"[[41.50038028327913, 48.78247446703216], [39.809370152715736, 45.46439007206515], [41.06280441325174, 49.10050036249965], [41.507487529040645, 49.278756420293924], [41.589008687818456, 47.35702001184808], [38.36350850705901, 44.80254778649386], [36.74501605977436, 50.65484245754375], [38.25363446200358, 46.55467136079982], [39.86078760200133, 48.85302031461225], [40.37179281108292, 46.31730973423637], [40.71315335786431, 49.68858828304631], [38.26782708657571, 46.75761277796173], [41.599009246741915, 47.03133072460319]]","[35.15855772420187, 43.43499766699922, 43.24788604435106, 51.04133115896499]",[]
276,276,RUS,"POLYGON ((33.84595781673635 52.25244629935484, 33.75269982273579 52.3350745713318, 32.71576053236709 52.23846548116211, 32.41205813978769 52.28869497334978, 32.15944000000013 52.06125000000014, 31.78599244755525 52.1016775699397, 31.78597000000008 52.1016800000001, 31.54001834486226 52.74205231384636, 31.30520063652801 53.07399587667321, 31.49763999999999 53.16743000000014, 32.30451948418823 53.13272614197291, 45.80361800960184 53.56281070572038, 60.73999311711458 52.71998647725775, 60.92726850774028 52.44754832621504, 60.64137862758632 52.30244058578477, 58.47094795820549 52.54304177442632, 57.09354032739058 51.04754889422925, 56.77798000000013 51.0435500000001, 55.71694000000002 50.62171000000018, 55.58493341661919 50.66680950345509, 58.45661179931948 52.55688613803903, 33.84595781673635 52.25244629935484))",25.600827218242323,"[[52.063545819361515, 53.11384801446508], [53.79342587485179, 52.92606605073194], [55.91261614376287, 53.180580072886926], [53.52640937294057, 53.21702000009447], [38.98314555452752, 53.28115701288842], [53.91162038386191, 53.21139313570195], [56.895796574317366, 51.45429541995171], [31.762313338667607, 52.76316829731059], [43.34192213549249, 53.15354866825235], [33.01776308692741, 53.0252998123965], [35.21249831508559, 53.28888973066199], [47.75738386956039, 53.2241932896873], [53.0816529964595, 53.38590776795308], [51.76993199971796, 53.39537164906719], [53.291372429824506, 53.29302037010248], [39.902289429928544, 53.30074242211869]]","[31.30520063652801, 50.62171000000018, 60.92726850774028, 53.56281070572038]",[]
