,index,country_code,geometry,area,samples,boundaries,coords
658,658,ROU,"POLYGON ((28.23355350109904 45.48828318946829, 28.67977949393938 45.3040308701317, 29.14972496920165 45.46492544207246, 29.60328901542744 45.29330801043113, 29.62654340995877 45.0353909368624, 29.14161176933183 44.82021027279905, 28.8378577003202 44.91387380632806, 28.558081495892 43.70746165625813, 27.97010704927508 43.81246816667522, 27.24239952974091 44.1759860296324, 26.06515872569975 43.94349376075127, 25.56927168142693 43.68844472917472, 24.10067915212417 43.74105133724785, 23.33230228037633 43.89701080990471, 22.94483239105185 43.82378530534713, 22.65714969248299 44.23492300066128, 22.4740084164406 44.40922760678177, 22.70572553883736 44.57800283464702, 22.45902225107594 44.7025171982543, 22.14508792490281 44.47842234962059, 21.56202273935361 44.7689472519655, 21.48352623870221 45.18117015235788, 20.87431277841335 45.41637543393423, 20.76217492033999 45.73457306577149, 20.22019249846284 46.12746898048655, 21.02195234547125 46.3160879583519, 21.62651492685387 46.99423777931816, 22.09976769378284 47.6724392767167, 22.71053144704049 47.88219391538941, 23.14223636240681 48.09634105080695, 23.76095828623741 47.98559845640546, 24.40205610525038 47.98187775328043, 24.86631717296058 47.73752574318831, 25.20774336111299 47.89105642352747, 25.9459411964024 47.98714874937421, 26.19745039236693 48.22088125263035, 26.6193367855978 48.22072622333347, 26.92417605968757 48.123264472031, 27.23387291841274 47.82677094175638, 27.55116621268485 47.40511709247083, 28.12803022635904 46.81047638608825, 28.16001793794771 46.37156260841722, 28.0544429867754 45.94458608660563, 28.23355350109904 45.48828318946829))",27.621146189617328,"[[26.282614247013132, 47.34391176332212], [22.094295494431204, 45.8666973905232], [23.176696532969483, 45.847757093501876], [26.189701482789694, 45.10853187626651], [29.168309755144865, 45.37720741709749], [26.775560276395588, 44.11874463632657], [27.957722280945056, 43.96814170415437], [27.496511248392338, 44.41233260518295], [24.627421319981973, 43.97353685390622], [27.23339905062496, 45.671056844168504], [21.683392051154662, 44.95872170880765], [26.35489779257692, 44.112153069115664], [24.829281531384375, 43.74415913171088], [24.273393187315193, 43.81934006817917]]","[20.22019249846284, 43.68844472917472, 29.62654340995877, 48.22088125263035]",[]
659,659,LTU,"POLYGON ((26.49433149588376 55.61510691997763, 26.58827924979039 55.16717560487167, 25.7684326514798 54.84696259217509, 25.53635379405699 54.28242340760253, 24.45068362803704 53.90570221619475, 23.48412763844985 53.91249766704114, 23.24398725758951 54.22056671814914, 22.73109866709265 54.32753693299333, 22.65105187347254 54.58274099386674, 22.75776370615526 54.85657440858138, 22.31572350433058 55.01529857036586, 21.26844892750347 55.19048167583531, 21.05580040862242 56.03107636171107, 22.20115685393949 56.33780182557949, 23.87826378753996 56.27367137310527, 24.86068444184076 56.37252838807963, 25.00093427908089 56.16453074810484, 25.53304650239033 56.10029694276604, 26.49433149588376 55.61510691997763))",9.022101167861482,"[[23.270102703416406, 54.23985311832108], [23.65207097098702, 55.347845450853406], [23.649672437005236, 55.48382714892796]]","[21.05580040862242, 53.90570221619475, 26.58827924979039, 56.37252838807963]",[]
660,660,LVA,"POLYGON ((27.28818484875151 57.47452830670383, 27.77001590344093 57.24425812441123, 27.85528201672253 56.75932648378429, 28.17670942557794 56.16912995057879, 27.10245975109453 55.78331370708769, 26.49433149588376 55.61510691997763, 25.53304650239033 56.10029694276604, 25.00093427908089 56.16453074810484, 24.86068444184076 56.37252838807963, 23.87826378753996 56.27367137310527, 22.20115685393949 56.33780182557949, 21.05580040862242 56.03107636171107, 21.09042361825797 56.78387278912294, 21.58186648935367 57.41187063254993, 22.52434126149288 57.75337433535076, 23.3184529965221 57.00623647727487, 24.12072960785343 57.02569265403277, 24.31286258311462 57.79342357037697, 25.16459354014927 57.97015696881519, 25.60280968598437 57.84752879498657, 26.46353234223779 57.47638865826633, 27.28818484875151 57.47452830670383))",9.398690948286038,"[[27.337881315984642, 56.52778352039628], [26.969053133100395, 56.78075529453773], [24.197578580175716, 56.627240368448874]]","[21.05580040862242, 55.61510691997763, 28.17670942557794, 57.97015696881519]",[]
661,661,EST,"POLYGON ((27.98112685700099 59.47537333432527, 27.98112000000003 59.47537000000011, 28.13169925305175 59.30082510033093, 27.42015000000015 58.72457000000014, 27.71668582531572 57.79189911562436, 27.28818484875151 57.47452830670383, 26.46353234223779 57.47638865826633, 25.60280968598437 57.84752879498657, 25.16459354014927 57.97015696881519, 24.31286258311462 57.79342357037697, 24.42892785004216 58.38341339785329, 24.06119835785319 58.25737457949341, 23.42656009287668 58.61275340436462, 23.33979536305864 59.18724030215338, 24.60421430837619 59.46585378685502, 25.86418908051664 59.61109039981133, 26.94913577648452 59.44580333112577, 27.98111412935324 59.47538808861287, 27.98112685700099 59.47537333432527))",6.905922443861833,"[[27.684824989681463, 59.40243569371186], [24.423002663212355, 59.059097824849665]]","[23.33979536305864, 57.47452830670383, 28.13169925305175, 59.61109039981133]",[]
662,662,DEU,"POLYGON ((14.11968631354256 53.75702912049104, 14.35331546393414 53.24817129171297, 14.07452111171943 52.98126251892535, 14.4375997250022 52.62485016540839, 14.68502648281569 52.0899474147552, 14.60709842291953 51.74518809671997, 15.01699588385867 51.10667409932158, 14.57071821458607 51.00233938252428, 14.30701338060064 51.11726776794141, 14.05622765468817 50.9269176295943, 13.33813195156029 50.73323436136435, 12.96683678554319 50.48407644306909, 12.24011111822256 50.26633779560728, 12.41519087082744 49.96912079528057, 12.52102420416119 49.54741526956273, 13.03132897304343 49.30706818297324, 13.59594567226444 48.87717194273715, 13.243357374737 48.41611481382905, 12.88410281744387 48.28914581968786, 13.02585127122049 47.63758352313583, 12.93262698736595 47.467645575544, 12.62075971848449 47.67238760028441, 12.14135745611279 47.70308340106578, 11.42641401535474 47.52376618101297, 10.5445040218616 47.5663992376538, 10.40208377446521 47.30248769793916, 9.89606814946319 47.5801968450757, 9.59422610844635 47.52505809182027, 8.522611932009767 47.83082754169129, 8.317301466514095 47.61357982033627, 7.466759067422231 47.62058197691181, 7.593676385131062 48.33301911070372, 8.099278598674744 49.01778351500333, 6.658229607783568 49.20195831969157, 6.186320428094177 49.46380280211451, 6.242751092156993 49.90222565367873, 6.043073357781111 50.12805166279423, 6.15665815595878 50.80372101501058, 5.988658074577813 51.85161570902505, 6.589396599970826 51.85202912048339, 6.842869500362383 52.22844025329755, 7.092053256873896 53.14404328064489, 6.905139601274129 53.48216217713065, 7.100424838905269 53.69393219666267, 7.936239454793963 53.74829580343379, 8.121706170289485 53.52779246684429, 8.800734490604668 54.0207856309089, 8.572117954145369 54.39564647075406, 8.526229282270208 54.96274363872516, 9.282048780971138 54.83086538351618, 9.921906365609118 54.98310415304803, 9.9395797054529 54.59664195415326, 10.95011233892052 54.36360708273315, 10.93946699386845 54.00869334575259, 11.95625247564328 54.19648550070116, 12.51844038254671 54.470370591848, 13.6474670752595 54.0755109727059, 14.11968631354256 53.75702912049104))",45.92359430736882,"[[11.456890816531203, 51.8478434520629], [7.028042469680392, 50.707558117109656], [10.61796636035899, 54.41068980593781], [13.070048396356599, 48.600776303646406], [9.889199871154181, 48.95080662941963], [9.548011308688537, 49.57657762168461], [11.578622392603762, 52.8671457445149], [11.49692904091037, 54.10401379168923], [11.96108461591242, 52.89871607591794], [8.461853152493209, 51.73154838684125], [12.512611972048909, 51.39240060266867], [10.562628981352871, 54.08577170539044], [10.840687390920918, 54.040830789839696], [11.302350138842117, 48.888142480952276], [10.33498629971245, 54.27688706021659], [10.64666816509654, 51.224513173487026], [8.1192924150474, 48.683614294067056], [10.929524008293894, 53.948514644981984], [10.515353337308328, 54.14132854677732], [10.097309918055185, 50.01049203738026], [9.989218668532123, 48.23082843434402], [13.432476928289, 51.20148629958419], [10.754461142185468, 48.26758475411048], [12.368156782028931, 51.004715310898476], [10.444908041509688, 50.31100192255426], [10.695143039827611, 51.04176683116416], [12.828877490837815, 48.41668413037472], [10.158140519032557, 48.859142775561416], [11.217886201045077, 48.263091219521144], [12.569557309687251, 49.33081442207949]]","[5.988658074577813, 47.30248769793916, 15.01699588385867, 54.98310415304803]",[]
663,663,BGR,"POLYGON ((22.65714969248299 44.23492300066128, 22.94483239105185 43.82378530534713, 23.33230228037633 43.89701080990471, 24.10067915212417 43.74105133724785, 25.56927168142693 43.68844472917472, 26.06515872569975 43.94349376075127, 27.24239952974091 44.1759860296324, 27.97010704927508 43.81246816667522, 28.558081495892 43.70746165625813, 28.03909508638472 43.29317169857418, 27.67389773937805 42.57789236100622, 27.99672041190539 42.00735871028779, 27.13573937349048 42.14148489030134, 26.1170418637208 41.82690460872456, 26.10613813650713 41.32889883072784, 25.19720136892545 41.23448598893053, 24.49264489105798 41.58389618587205, 23.69207360199235 41.30908091894386, 22.95237715016645 41.33799388281115, 22.88137373219735 41.99929718685036, 22.38052575042459 42.32025950781509, 22.54501183440962 42.46136200618804, 22.43659467946128 42.58032115332394, 22.60480146657133 42.89851878516114, 22.98601850758848 43.2111612005271, 22.50015669118022 43.64281443946101, 22.4104464047216 44.00806346289995, 22.65714969248299 44.23492300066128))",12.119548055501173,"[[24.716956927558677, 43.493732752981295], [26.04982569243377, 43.55924308232141], [25.72262564559951, 42.564923596150436], [27.419472451708444, 43.56969751934495], [27.0762956743196, 43.877989582126595], [26.428856390638014, 41.929699319441276]]","[22.38052575042459, 41.23448598893053, 28.558081495892, 44.23492300066128]",[]
664,664,GRC,"POLYGON ((26.2900028826017 35.29999034274793, 26.16499759288766 35.00499542900977, 24.7249821306423 34.91998769788964, 24.73500735850692 35.08499054619759, 23.51497846852808 35.27999156345098, 23.699980096133 35.70500438083549, 24.24666507334871 35.36802236586018, 25.02501549652891 35.42499563246197, 25.76920779796419 35.35401805270908, 25.74502322765159 35.1799976669662, 26.2900028826017 35.29999034274793))",0.9195729544061328,[],"[23.51497846852808, 34.91998769788964, 26.2900028826017, 35.70500438083549]",[]
665,665,GRC,"POLYGON ((22.95237715016645 41.33799388281115, 23.69207360199235 41.30908091894386, 24.49264489105798 41.58389618587205, 25.19720136892545 41.23448598893053, 26.10613813650713 41.32889883072784, 26.1170418637208 41.82690460872456, 26.60419559093623 41.56211456966111, 26.29460208507567 40.93626129817413, 26.05694217296534 40.82412344010076, 25.44767703624416 40.85254547786144, 24.92584842296094 40.9470616725232, 23.71481123220076 40.68712921809509, 24.40799889496401 40.12499298762407, 23.89996788910258 39.96200552017552, 23.34299930186074 39.96099782974579, 22.81398766448893 40.47600515396653, 22.62629886240472 40.25656118423916, 22.84974775563478 39.65931081802574, 23.35002729665257 39.19001129816724, 22.97309939951555 38.97090322524963, 23.53001631032492 38.51000112563844, 24.02502485524889 38.21999298761642, 24.04001102061358 37.65501455336943, 23.11500288258912 37.92001129816219, 23.40997195811104 37.40999074965737, 22.77497195810861 37.30501007745653, 23.15422529469862 36.42250580499206, 22.49002811045108 36.4100001083774, 21.67002648284364 36.8449864771942, 21.29501061370155 37.64498932550464, 21.12003421396133 38.31032339126273, 20.73003217945455 38.76998525649879, 20.21771202971286 39.34023468683961, 20.15001590341052 39.62499766698397, 20.61500044117275 40.11000682225938, 20.67499677906363 40.43499990494303, 20.99998986174722 40.58000397395398, 21.0200403174764 40.84272695572588, 21.67416059742698 40.93127452245795, 22.05537763844427 41.14986583105269, 22.59730838388901 41.1304871689432, 22.76177000000001 41.30480000000006, 22.95237715016645 41.33799388281115))",12.824411811220655,"[[22.309016307877112, 39.70237356309186], [22.16642839820896, 39.211787813561], [22.17736114954922, 38.6910813604727], [23.939212227946907, 37.72458210192569], [26.517984085209346, 41.46970222622385], [21.90300909464326, 37.13104035777877], [22.592519684905053, 40.745355970523505], [22.428001639445, 39.58720408924997]]","[20.15001590341052, 36.4100001083774, 26.60419559093623, 41.82690460872456]",[]
666,666,TUR,"POLYGON ((42.70165735233708 37.35723818787216, 42.34959109881177 37.2298725449041, 41.21208947120305 37.07435232192169, 40.67325931169569 37.09127635349729, 39.52258019385255 36.71605377862599, 38.6998913917659 36.71292735447234, 38.1677274920242 36.90121043552777, 37.06676110204583 36.62303620050062, 36.7394942563414 36.81752045343109, 36.6853890317318 36.25969920505646, 36.41755008316304 36.04061697035506, 36.14976281102653 35.82153473565367, 35.78208499526986 36.27499542901485, 36.160821567537 36.65060557712833, 35.55093631362831 36.56544281671133, 34.71455325698435 36.7955321314909, 34.02689497247638 36.21996002862402, 32.50915815606407 36.10756378838919, 31.69959516777957 36.64427521417258, 30.6216247901711 36.6778648951623, 30.39109622571706 36.26298065850699, 29.69997562024554 36.14435740818099, 28.73290286633542 36.67683136651647, 27.64118655773732 36.65882212986274, 35.39210129513121 38.99072992430646, 42.70165735233708 37.35723818787216))",20.729873562435525,"[[36.32632039895912, 36.23904867088998], [35.901567790917184, 37.07914165782255], [36.37870825444944, 36.468543857936034], [35.6246088051265, 38.68899359169954], [31.251196382205652, 37.20680010859063], [35.739896345464345, 38.36169460651692], [36.67326455060558, 37.2531388532339], [33.0835694952182, 37.8655442652885], [34.7090826065766, 37.26498792088726], [34.394764440839296, 38.3228373557674], [41.25120446348985, 37.133906722653286], [36.22317302446787, 36.257566571079614], [35.66023082556376, 37.31901989168936], [35.678820539427086, 37.30953897004252]]","[27.64118655773732, 35.82153473565367, 42.70165735233708, 38.99072992430646]",[]
667,667,TUR,"POLYGON ((44.77267710159504 37.17043692561684, 44.29345177590287 37.0015143906063, 43.9422587420473 37.25622752537295, 42.77912560402183 37.38526357680576, 42.70165735233708 37.35723818787216, 35.39210129513121 38.99072992430646, 27.64118655773732 36.65882212986274, 27.04876793794326 37.653360907536, 26.31821821463305 38.2081332464054, 26.80470014822873 38.98576019953352, 26.17078535330433 39.46361216893646, 27.28001997244939 40.42001373957831, 28.81997765474722 40.46001129817221, 29.24000369641558 41.21999074967267, 31.14593387220444 41.08762156835702, 32.34797936374571 41.73626414648461, 35.45850802852004 39.54378744137541, 44.77267710159504 37.17043692561684))",30.488366870456506,"[[29.02849488411797, 39.17334519450204], [27.692378788521104, 40.421795050017536], [30.635635121280586, 39.19507290093775], [44.40398285007196, 37.14415397393752], [27.787283279962775, 38.69534985421746], [28.369487346261177, 38.39638689222018], [28.33973924311712, 38.430791976985816], [27.948930648289124, 39.866520627795474], [30.3280549521531, 40.89843993449034], [30.501851973636587, 38.05148643838786], [29.20268802740349, 38.85431123345574], [32.526480682106296, 39.73502612170416], [30.99063476523175, 40.84459857963907], [28.416731922370353, 40.21685885206138]]","[26.17078535330433, 36.65882212986274, 44.77267710159504, 41.73626414648461]",[]
668,668,TUR,"POLYGON ((32.34797936374571 41.73626414648461, 33.51328291192746 42.01896006933731, 35.16770389175178 42.04022492122542, 36.9131270688421 41.33535838476427, 38.34766482926452 40.94858612727573, 39.5126066424202 41.10276276301855, 40.37343265153822 41.01367259374735, 41.55408410011066 41.53565623632757, 42.61954878110449 41.58317271581994, 43.58274580259273 41.09214325618257, 43.75265791196841 40.74020091405876, 43.65643639504094 40.25356395116619, 44.4000085792887 40.00500031184228, 44.79398969908195 39.71300263117705, 44.10922529478234 39.4281362981681, 44.42140262225755 38.28128123631454, 44.22575564960053 37.97158437758935, 44.77267 37.17045, 44.77267710159504 37.17043692561684, 35.45850802852004 39.54378744137541, 32.34797936374571 41.73626414648461))",29.124928408811463,"[[43.196297932001436, 40.94070368604092], [41.83051266543442, 38.14324479850694], [42.070017178724314, 39.87147427746976], [41.64058892653949, 40.1496333079332], [36.27366784521158, 41.0793625334502], [41.46491421607545, 39.65557746103231], [34.91211732911371, 40.721723779688155], [41.09276108326315, 39.99270286384751], [41.631672707558394, 40.16209946427285], [41.04975419900525, 39.09008212902456], [35.723377280995834, 41.71381229862783]]","[32.34797936374571, 37.17043692561684, 44.79398969908195, 42.04022492122542]",[]
669,669,TUR,"POLYGON ((26.1170418637208 41.82690460872456, 27.13573937349048 42.14148489030134, 27.99672041190539 42.00735871028779, 28.11552452974442 41.62288605403624, 28.98844282401873 41.29993419042819, 28.80643842948674 41.05496206314856, 27.61901736828409 40.99982330989314, 27.19237674328238 40.69056570084242, 26.35800906749779 40.15199392349651, 26.04335127127257 40.61775360774317, 26.05694217296534 40.82412344010076, 26.29460208507567 40.93626129817413, 26.60419559093623 41.56211456966111, 26.1170418637208 41.82690460872456))",2.8114576377519542,"[[27.167592224354237, 40.97329011346144], [27.936073327476553, 41.48000949540797]]","[26.04335127127257, 40.15199392349651, 28.98844282401873, 42.14148489030134]",[]
670,670,ALB,"POLYGON ((21.0200403174764 40.84272695572588, 20.99998986174722 40.58000397395398, 20.67499677906363 40.43499990494303, 20.61500044117275 40.11000682225938, 20.15001590341052 39.62499766698397, 19.98000044117015 39.69499339452341, 19.96000166187321 39.91500580500605, 19.40608198413673 40.25077342382247, 19.31905887215714 40.72723012955356, 19.40354983895429 41.40956574153546, 19.54002729663711 41.71998607031276, 19.37176883309496 41.87754751237065, 19.37176816334725 41.8775506797835, 19.30448611825079 42.19574514420782, 19.73805138517963 42.68824738216557, 19.80161339689869 42.50009349219084, 20.07070000000004 42.58863000000008, 20.28375451018189 42.32025950781508, 20.52295000000004 42.21787000000006, 20.59024654668023 41.85540891928363, 20.59024743010491 41.85540416113361, 20.4631750830992 41.51508901627534, 20.60518191903736 41.08622630468523, 21.0200403174764 40.84272695572588))",3.1851627096790844,"[[20.298943244818428, 41.09245476281283]]","[19.30448611825079, 39.62499766698397, 21.0200403174764, 42.68824738216557]",[]
671,671,HRV,"POLYGON ((16.56480838386486 46.50375092221983, 16.8825150895953 46.38063182228444, 17.63006635912956 45.95176911069419, 18.45606245288286 45.75948110613615, 18.82982479287395 45.90887235802528, 19.07276899585418 45.52151113543209, 19.39047570158459 45.23651561134238, 19.00548459755759 44.86023449354299, 18.55321414559165 45.08158966733146, 17.8617834815264 45.06774038347714, 17.00214603035101 45.23377676043094, 16.53493940600021 45.21160757097772, 16.31815677253587 45.00412669532591, 15.95936730313338 45.23377676043094, 15.75002607591898 44.81871165626256, 16.23966027188453 44.35114329688571, 16.45644290534887 44.04123973243128, 16.91615644701733 43.66772247982567, 17.29737348803445 43.44634064388737, 17.67492150235898 43.02856252702361, 18.55999999999995 42.64999999999998, 18.45001688302086 42.47999224531218, 18.45001631030482 42.47999136002932, 17.50997033048333 42.84999461523915, 16.93000573087164 43.20999848080038, 16.01538455573768 43.50721548112722, 15.1744539730521 44.24319122982791, 15.3762504411518 44.31791535092208, 14.92030927904051 44.73848399512946, 14.90160241055088 45.07606028907611, 14.25874759284 45.23377676043094, 13.95225467291704 44.80212352149687, 13.65697553880119 45.13693512631596, 13.67940311041582 45.48414907488501, 13.71505984869722 45.50032379819238, 14.41196821458541 45.46616567644746, 14.59510949062781 45.63494090431271, 14.93524376797293 45.47169505470269, 15.32767459479743 45.45231639259333, 15.3239538916724 45.73178253842768, 15.67152957526756 45.83415355079788, 15.76873294440855 46.23810822202345, 16.56480838386486 46.50375092221983))",6.570062532390791,"[[15.859515964085046, 44.20072472956619], [15.681688559313216, 44.66730793595519]]","[13.65697553880119, 42.47999136002932, 19.39047570158459, 46.50375092221983]",[]
672,672,CHE,"POLYGON ((9.59422610844635 47.52505809182027, 9.632931756232978 47.34760122332999, 9.479969516649021 47.10280996356337, 9.932448357796659 46.92072805438296, 10.44270145024663 46.89354625099743, 10.36337812667861 46.48357127540986, 9.922836541390382 46.31489940040919, 9.182881707403055 46.44021474871698, 8.966305779667806 46.03693187111119, 8.489952426801324 46.00515086525169, 8.316629672894379 46.16364248309086, 7.755992058959833 45.82449005795931, 7.273850945676656 45.77694774025078, 6.843592970414505 45.99114655210061, 6.500099724970426 46.42967275652944, 6.022609490593538 46.27298981382047, 6.037388950229001 46.72577871356187, 6.768713820023606 47.2877082383037, 6.736571079138059 47.54180125588285, 7.192202182655507 47.44976552997102, 7.466759067422231 47.62058197691181, 8.317301466514095 47.61357982033627, 8.522611932009767 47.83082754169129, 9.59422610844635 47.52505809182027))",5.440200561909828,"[[7.49186699447367, 46.89105838812595], [6.492070342413133, 46.69564159950231]]","[6.022609490593538, 45.77694774025078, 10.44270145024663, 47.83082754169129]",[]
673,673,LUX,"POLYGON ((6.043073357781111 50.12805166279423, 6.242751092156993 49.90222565367873, 6.186320428094177 49.46380280211451, 5.897759230176348 49.44266714130711, 5.674051954784829 49.5294835475575, 5.782417433300907 50.09032786722122, 6.043073357781111 50.12805166279423))",0.3015157267526243,[],"[5.674051954784829, 49.44266714130711, 6.242751092156993, 50.12805166279423]",[]
674,674,BEL,"POLYGON ((6.15665815595878 50.80372101501058, 6.043073357781111 50.12805166279423, 5.782417433300907 50.09032786722122, 5.674051954784829 49.5294835475575, 4.799221632515724 49.98537303323637, 4.286022983425084 49.90749664977255, 3.588184441755658 50.37899241800356, 3.123251580425688 50.78036326761455, 2.658422071960274 50.79684804951575, 2.513573032246143 51.14850617126183, 3.314971144228537 51.34578095153609, 3.31501148496416 51.34577662473805, 3.314971144228537 51.34575511331991, 4.047071160507528 51.26725861266857, 4.973991326526914 51.47502370869813, 5.606975945670001 51.03729848896978, 6.15665815595878 50.80372101501058))",3.829997460907504,"[[3.338163343913959, 50.65190037435377], [3.6146397869335414, 50.72719291253145]]","[2.513573032246143, 49.5294835475575, 6.15665815595878, 51.47502370869813]",[]
675,675,NLD,"POLYGON ((6.905139601274129 53.48216217713065, 7.092053256873896 53.14404328064489, 6.842869500362383 52.22844025329755, 6.589396599970826 51.85202912048339, 5.988658074577813 51.85161570902505, 6.15665815595878 50.80372101501058, 5.606975945670001 51.03729848896978, 4.973991326526914 51.47502370869813, 4.047071160507528 51.26725861266857, 3.314971144228537 51.34575511331991, 3.31501148496416 51.34577662473805, 3.830288527043137 51.62054454203195, 4.705997348661185 53.09179840759776, 6.074182570020923 53.51040334737814, 6.905139601274129 53.48216217713065))",5.264180085457103,"[[5.406691686454588, 52.55371804631079], [4.884603647954389, 53.07100953194072]]","[3.314971144228537, 50.80372101501058, 7.092053256873896, 53.51040334737814]",[]
676,676,PRT,"POLYGON ((-9.034817674180246 41.88057058365968, -8.67194576662672 42.13468943945496, -8.263856980817792 42.28046865495034, -8.013174607769912 41.79088613541713, -7.422512986673795 41.79207469335984, -7.251308966490824 41.91834605566505, -6.668605515967656 41.88338694921958, -6.389087693700915 41.38181549739465, -6.851126674822552 41.11108266861753, -6.864019944679385 40.33087189387483, -7.026413133156595 40.18452423762425, -7.066591559263529 39.71189158788277, -7.498632371439726 39.62957103124181, -7.098036668313128 39.03007274022379, -7.374092169616318 38.37305858006492, -7.029281175148796 38.07576406508977, -7.166507941099865 37.80389435480222, -7.537105475281024 37.42890432387624, -7.453725551778092 37.09778758396607, -7.855613165711986 36.83826854099627, -8.382816127953689 36.97888011326246, -8.898856980820327 36.86880931248078, -8.746101446965554 37.65134552667661, -8.83999752443988 38.26624339451762, -9.287463751655224 38.3584858261586, -9.526570603869715 38.73742910415491, -9.446988898140233 39.39206614842837, -9.048305223008427 39.75509308527877, -8.977353481471681 40.15930613866581, -8.768684047877102 40.76063894303019, -8.79085323733031 41.18433401139126, -8.990789353867569 41.54345937760364, -9.034817674180246 41.88057058365968))",9.802467899014204,"[[-7.230374699744451, 40.91246488813228], [-7.530151222594554, 41.58166076220214], [-8.419094516595859, 41.74156387951114]]","[-9.526570603869715, 36.83826854099627, -6.389087693700915, 42.28046865495034]",[]
677,677,ESP,"POLYGON ((-7.453725551778092 37.09778758396607, -7.537105475281024 37.42890432387624, -7.166507941099865 37.80389435480222, -7.029281175148796 38.07576406508977, -7.374092169616318 38.37305858006492, -7.098036668313128 39.03007274022379, -7.498632371439726 39.62957103124181, -7.066591559263529 39.71189158788277, -7.026413133156595 40.18452423762425, -6.864019944679385 40.33087189387483, -6.851126674822552 41.11108266861753, -6.389087693700915 41.38181549739465, -6.475591583537311 41.53703952304673, -3.617020602387374 40.34865610622673, 0.1066915218198687 40.12393362076202, -0.278711310212941 39.30997813573272, 0.1112907242938377 38.73851430923304, -0.4671235823491031 38.29236583104115, -0.6833894514905978 37.64235382745782, -1.438382127274849 37.44306366632422, -2.146452602538119 36.67414419203729, -3.415780808923387 36.65889964451118, -4.368900926114719 36.67783905694615, -4.995219285492212 36.32470815687964, -5.377159796561457 35.94685008396146, -5.866432257500904 36.02981659600606, -6.236693894872175 36.36767711033033, -6.520190802425404 36.94291331638732, -7.453725551778092 37.09778758396607))",26.6547381871906,"[[-1.1273738666810982, 37.900707493657926], [-0.6748494630018371, 38.88285020325303], [-2.932047007058347, 36.82879446418607], [-3.7310952057386597, 36.93650694774052], [-2.7345368947409776, 37.45747645301474], [-1.7684383159413528, 38.44041467755578], [-2.215844410896556, 37.21907328383224], [-5.772798969833474, 39.06078572814133], [-1.7404109096391134, 37.922913937608264], [-1.6765680855327105, 39.2532611440204], [-7.11781837241065, 38.82017426727653], [-2.0518377643923444, 38.07231567659051], [-6.022904635274517, 39.080553374422735], [-3.268896093973181, 40.079414349450026], [-2.65414924332551, 40.001235538279296]]","[-7.537105475281024, 35.94685008396146, 0.1112907242938377, 41.53703952304673]",[]
678,678,ESP,"POLYGON ((-6.475591583537311 41.53703952304673, -6.668605515967656 41.88338694921958, -7.251308966490824 41.91834605566505, -7.302311820538931 41.88072894915537, -8.263856980817792 42.28046865495034, -8.67194576662672 42.13468943945496, -9.034817674180246 41.88057058365968, -8.984433152695672 42.59277517350627, -9.392883673530648 43.0266246608127, -7.97818966310831 43.74833771420099, -6.754491746436756 43.56790945085393, -5.411886359061597 43.57423981380968, -4.347842779955783 43.40344920508504, -3.517531704106091 43.4559007838613, -1.901351284177764 43.42280202897834, -1.502770961910528 43.03401439063043, 0.3380469091905809 42.57954600683955, 0.7015906103638941 42.79573436133261, 1.826793247087153 42.34338471126569, 2.985998976258458 42.47301504166986, 3.039484083680549 41.8921202662769, 2.091841668312185 41.2260885686831, 0.8105245296351882 41.01473196060934, 0.7213310074994013 40.67831838638924, 0.1066915218198687 40.12393362076202, -3.617020602387374 40.34865610622673, -6.475591583537311 41.53703952304673))",26.402301921572203,"[[-2.8575584676773795, 40.36916833597796], [-5.5734914451826985, 42.39829183881376], [-0.5879679926033952, 41.03833353028847], [-3.201380044285455, 42.8087644637245], [-3.32134320037912, 41.699011677596935], [-4.657988291200922, 42.63875444378715], [-3.379403051867231, 43.191733906273875], [-3.386522436198373, 41.81276888039116], [-5.563782828565993, 42.411299930307976], [-4.347187457136459, 42.38665913464322], [-3.9403685504064128, 43.20219723987352], [-3.8174885507198746, 43.32475396998216], [-4.631103977672788, 43.369563989965]]","[-9.392883673530648, 40.12393362076202, 3.039484083680549, 43.74833771420099]",[]
679,679,ESP,"POLYGON ((-7.302311820538931 41.88072894915537, -7.422512986673795 41.79207469335984, -8.013174607769912 41.79088613541713, -8.263856980817792 42.28046865495034, -7.302311820538931 41.88072894915537))",0.2113849022793375,[],"[-8.263856980817792, 41.79088613541713, -7.302311820538931, 42.28046865495034]",[]
680,680,IRL,"POLYGON ((-6.197884894220991 53.86756500916336, -6.032985398777611 53.15316417094435, -6.788856573910849 52.26011790629234, -8.561616583683559 51.66930125589936, -9.977085740590269 51.82045482035308, -9.166282517930782 52.86462881124268, -9.688524542672454 53.8813626165853, -8.327987433292009 54.66451894796863, -7.572167934591064 55.13162221945487, -7.366030646178785 54.59584096945272, -7.572167934591064 54.059956366586, -6.953730231138067 54.07370229757564, -6.197884894220991 53.86756500916336))",7.860298551992122,"[[-8.283806340946052, 53.04688428894938], [-6.19900772358922, 53.23130073357565], [-9.485669874564207, 51.86584543384091]]","[-9.977085740590269, 51.66930125589936, -6.032985398777611, 55.13162221945487]",[]
